model,policy,empty_probability_threshold,stable_empty_min_steps,recommendation_rate,occupancy_conflict_rate,standard_fpr_occupied_denominator,missed_opportunity_rate,empty_window_precision,empty_window_recall,recommendation_count,occupancy_conflict_count,safe_shiftable_load_opportunity_kwh,gross_shiftable_load_opportunity_kwh,raw_recommended_controllable_kwh,conflict_controllable_kwh,available_empty_controllable_kwh,safe_energy_capture_rate,emission_avoided_kg_co2e,safe_recommended_intervals,split,daily_anchor_count,pareto_frontier
LightGBM,test_daily_threshold_sweep,0.35,4,0.313953488372093,0.2785493827160494,0.12110030191211003,0.18482999128160418,0.7214506172839507,0.8151700087183958,1296,361,1867.0584716796875,2588.190185546875,2588.190185546875,721.1317749023438,2296.60400390625,0.8129649118890515,373.4116943359375,935,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.325,4,0.3236434108527132,0.28817365269461076,0.12915129151291513,0.17088055797733218,0.7118263473053892,0.8291194420226679,1336,385,1889.2501220703125,2653.743896484375,2653.743896484375,764.4937744140625,2296.60400390625,0.8226277228712147,377.85002441406255,951,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.3,4,0.33091085271317827,0.2972181551976574,0.1361959074136196,0.16303400174367916,0.7027818448023426,0.8369659982563208,1366,406,1899.47119140625,2697.327880859375,2697.327880859375,797.8568725585938,2296.60400390625,0.8270782373345494,379.89423828125,960,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.275,4,0.3488372093023256,0.3229166666666667,0.1559879235155988,0.14995640802092414,0.6770833333333334,0.8500435919790759,1440,465,1923.781005859375,2946.9267578125,2946.9267578125,1023.1458129882812,2296.60400390625,0.8376633510118647,384.75620117187503,975,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.25,4,0.3653100775193798,0.3395225464190981,0.17175444481717544,0.13164777680906714,0.6604774535809018,0.8683522231909329,1508,512,1979.2373046875,3120.69482421875,3120.69482421875,1141.45751953125,2296.60400390625,0.8618104389442207,395.84746093750005,996,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.225,4,0.38250968992248063,0.35338822039265355,0.18718550821871854,0.10985178727114212,0.6466117796073464,0.8901482127288579,1579,558,2021.5382080078125,3312.5986328125,3312.5986328125,1291.060302734375,2296.60400390625,0.8802293319045933,404.3076416015625,1021,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.2,4,0.3936531007751938,0.3667692307692308,0.19993290841999328,0.1028770706190061,0.6332307692307693,0.8971229293809939,1625,596,2031.89208984375,3470.31005859375,3470.31005859375,1438.41796875,2296.60400390625,0.8847376763202291,406.37841796875,1029,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.175,4,0.4132751937984496,0.3851113716295428,0.22039584032203957,0.08544027898866609,0.6148886283704572,0.9145597210113339,1706,657,2083.40380859375,3685.88720703125,3685.88720703125,1602.483154296875,2296.60400390625,0.9071671934082359,416.68076171875003,1049,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.15,4,0.4314437984496124,0.4037057832678271,0.24119423012411942,0.07410636442894507,0.596294216732173,0.925893635571055,1781,719,2124.66357421875,3933.187744140625,3933.187744140625,1808.52392578125,2296.60400390625,0.9251327484428966,424.93271484375003,1062,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.125,4,0.467296511627907,0.43753240020736134,0.2831264676283127,0.05405405405405406,0.5624675997926387,0.9459459459459459,1929,844,2189.7705078125,4380.1630859375,4380.1630859375,2190.392822265625,2296.60400390625,0.9534819690673538,437.9541015625,1085,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.1,4,0.5048449612403101,0.4716890595009597,0.3297551157329755,0.04010462074978204,0.5283109404990403,0.959895379250218,2084,983,2212.46923828125,4845.482421875,4845.482421875,2633.012939453125,2296.60400390625,0.9633655756578423,442.49384765625,1101,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.075,4,0.5515988372093024,0.5094422485726834,0.3891311640389131,0.026155187445510025,0.49055775142731667,0.97384481255449,2277,1160,2237.81298828125,5369.3544921875,5369.3544921875,3131.5419921875,2296.60400390625,0.9744008912616178,447.56259765625003,1117,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.05,4,0.5906007751937985,0.5401968826907301,0.4417980543441798,0.022667829119442023,0.45980311730926987,0.977332170880558,2438,1317,2244.1748046875,5821.3916015625,5821.3916015625,3577.217041015625,2296.60400390625,0.9771709884988556,448.8349609375,1121,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.95,4,0.012596899224806201,0.0,0.0,0.9546643417611159,1.0,0.045335658238884045,52,0,113.57855987548828,113.57855987548828,113.57855987548828,0.0,2296.60400390625,0.04945500385887366,22.71571197509766,52,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.9,4,0.06540697674418605,0.04814814814814815,0.004360952700436095,0.7759372275501307,0.9518518518518518,0.22406277244986922,270,13,541.93212890625,596.5733032226562,596.5733032226562,54.64118194580078,2296.60400390625,0.23597108077164716,108.38642578125001,257,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.875,4,0.07969961240310078,0.05167173252279635,0.0057027843005702785,0.7279860505666957,0.9483282674772037,0.27201394943330426,329,17,636.5118408203125,698.85986328125,698.85986328125,62.348045349121094,2296.60400390625,0.27715350131658817,127.3023681640625,312,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.85,4,0.09375,0.06976744186046512,0.009057363300905737,0.6861377506538797,0.9302325581395349,0.31386224934612034,387,27,705.6163330078125,791.5411376953125,791.5411376953125,85.92485046386719,2296.60400390625,0.30724336098327926,141.1232666015625,360,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.825,4,0.11264534883720931,0.11612903225806452,0.018114726601811473,0.6416739319965127,0.8838709677419355,0.3583260680034874,465,54,838.1392211914062,942.024169921875,942.024169921875,103.88490295410156,2296.60400390625,0.36494720890751353,167.62784423828126,411,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.8,4,0.14123062015503876,0.13550600343053174,0.026501174102650116,0.5605928509154315,0.8644939965694682,0.43940714908456846,583,79,980.0400390625,1097.609619140625,1097.609619140625,117.5696029663086,2296.60400390625,0.42673444677252526,196.0080078125,504,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.775,4,0.15770348837209303,0.16282642089093702,0.03555853740355586,0.5248474280732345,0.837173579109063,0.47515257192676547,651,106,1028.9088134765625,1182.415283203125,1182.415283203125,153.5063934326172,2296.60400390625,0.44801315844024964,205.78176269531252,545,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.75,4,0.17272286821705427,0.1767180925666199,0.04226769540422677,0.4882301656495205,0.82328190743338,0.5117698343504795,713,126,1122.8116455078125,1288.01953125,1288.01953125,165.20794677734375,2296.60400390625,0.4889008482080688,224.5623291015625,587,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.725,4,0.19064922480620156,0.2020330368487929,0.05333780610533378,0.4524847428073234,0.7979669631512071,0.5475152571926766,787,159,1235.9041748046875,1475.95361328125,1475.95361328125,240.0494842529297,2296.60400390625,0.5381442219479552,247.18083496093752,628,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.7,4,0.21438953488372092,0.2305084745762712,0.06843341160684334,0.4062772449869224,0.7694915254237288,0.5937227550130776,885,204,1366.88037109375,1691.056640625,1691.056640625,324.17633056640625,2296.60400390625,0.5951746007447732,273.37607421875003,681,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.675,4,0.2243217054263566,0.23974082073434125,0.07447165380744716,0.3862249346120314,0.7602591792656588,0.6137750653879687,926,222,1436.521240234375,1774.2802734375,1774.2802734375,337.75909423828125,2296.60400390625,0.625498012626915,287.304248046875,704,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.65,4,0.23304263565891473,0.24844074844074845,0.08017443810801744,0.36965998256320837,0.7515592515592515,0.6303400174367916,962,239,1468.4326171875,1837.90283203125,1837.90283203125,369.47015380859375,2296.60400390625,0.6393930406329829,293.6865234375,723,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.625,4,0.2437015503875969,0.2485089463220676,0.08386447500838645,0.34088927637314737,0.7514910536779325,0.6591107236268526,1006,250,1504.345703125,1883.3095703125,1883.3095703125,378.9637451171875,2296.60400390625,0.6550305148672941,300.869140625,756,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.525,4,0.28900193798449614,0.2548197820620285,0.10197920161019793,0.22493461203138623,0.7451802179379715,0.7750653879686138,1193,304,1703.417236328125,2156.721435546875,2156.721435546875,453.30419921875,2296.60400390625,0.7417113413678698,340.68344726562503,889,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.5,4,0.29869186046511625,0.26034063260340634,0.1076819859107682,0.2048823016564952,0.7396593673965937,0.7951176983435048,1233,321,1780.19189453125,2274.042236328125,2274.042236328125,493.850341796875,2296.60400390625,0.7751409870849983,356.03837890625005,912,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.45,4,0.3183139534883721,0.2617960426179604,0.11539751761153975,0.15431560592850915,0.7382039573820396,0.8456843940714909,1314,344,1915.3275146484375,2456.688232421875,2456.688232421875,541.3607177734375,2296.60400390625,0.8339824851784171,383.0655029296875,970,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.425,4,0.3224321705426357,0.26521412471825695,0.11841663871184166,0.14734088927637315,0.734785875281743,0.8526591107236269,1331,353,1932.7430419921875,2495.187255859375,2495.187255859375,562.4442138671875,2296.60400390625,0.841565650283994,386.5486083984375,978,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.4,4,0.3333333333333333,0.2805232558139535,0.1294867494129487,0.13687881429816914,0.7194767441860465,0.8631211857018308,1376,386,1953.5516357421875,2637.51318359375,2637.51318359375,683.961181640625,2296.60400390625,0.8506262431047881,390.7103271484375,990,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.375,4,0.34132751937984496,0.28885734563520227,0.13653136531365315,0.12641673931996514,0.7111426543647977,0.8735832606800349,1409,407,1961.068359375,2682.568359375,2682.568359375,721.4998779296875,2296.60400390625,0.8538992164254073,392.21367187500005,1002,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.35,4,0.35319767441860467,0.299039780521262,0.14625964441462597,0.10897994768962511,0.700960219478738,0.8910200523103748,1458,436,1976.4190673828125,2737.118408203125,2737.118408203125,760.6993408203125,2296.60400390625,0.8605833064913059,395.2838134765625,1022,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.325,4,0.3703972868217054,0.3185088293001962,0.1633679973163368,0.09154315605928509,0.6814911706998038,0.9084568439407149,1529,487,2023.2152099609375,2861.04248046875,2861.04248046875,837.8275146484375,2296.60400390625,0.8809595413574518,404.64304199218753,1042,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.3,4,0.39777131782945735,0.34774665042630937,0.19154646091915464,0.06625980819529206,0.6522533495736906,0.9337401918047079,1642,571,2051.819580078125,3084.1572265625,3084.1572265625,1032.337646484375,2296.60400390625,0.8934146141817327,410.363916015625,1071,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.275,4,0.42030038759689925,0.3729106628242075,0.21704126132170412,0.05143853530950305,0.6270893371757925,0.948561464690497,1735,647,2070.931640625,3371.320068359375,3371.320068359375,1300.3883056640625,2296.60400390625,0.9017364931449182,414.18632812500005,1088,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.25,4,0.45130813953488375,0.4095544820182501,0.25595437772559543,0.04097646033129904,0.5904455179817498,0.9590235396687009,1863,763,2121.9345703125,3776.34765625,3776.34765625,1654.413330078125,2296.60400390625,0.923944470489184,424.3869140625,1100,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.225,4,0.469718992248062,0.43115007735946365,0.28044280442804426,0.03836094158674804,0.5688499226405364,0.9616390584132519,1939,836,2127.680419921875,4020.31298828125,4020.31298828125,1892.6328125,2296.60400390625,0.9264463600616144,425.536083984375,1103,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.2,4,0.48376937984496127,0.44767150726089133,0.29989936262998995,0.03836094158674804,0.5523284927391087,0.9616390584132519,1997,894,2127.680419921875,4212.7373046875,4212.7373046875,2085.05712890625,2296.60400390625,0.9264463600616144,425.536083984375,1103,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.175,4,0.49176356589147285,0.45615763546798027,0.3106340154310634,0.037489102005231034,0.5438423645320197,0.962510897994769,2030,926,2128.86328125,4294.1962890625,4294.1962890625,2165.3330078125,2296.60400390625,0.9269614080742945,425.77265625,1104,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.15,4,0.5116279069767442,0.4739583333333333,0.33579335793357934,0.03138622493461203,0.5260416666666666,0.9686137750653879,2112,1001,2168.9814453125,4498.0830078125,4498.0830078125,2329.1015625,2296.60400390625,0.9444298806513098,433.7962890625,1111,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.125,4,0.5542635658914729,0.513986013986014,0.39449849043944984,0.03051438535309503,0.486013986013986,0.969485614646905,2288,1176,2174.562255859375,4952.349609375,4952.349609375,2777.78759765625,2296.60400390625,0.9468599080036016,434.91245117187503,1112,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.1,4,0.6131298449612403,0.5563018569735283,0.47232472324723246,0.020924149956408022,0.44369814302647176,0.979075850043592,2531,1408,2200.626953125,5731.193359375,5731.193359375,3530.56640625,2296.60400390625,0.9582091424477165,440.125390625,1123,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.075,4,0.6935562015503876,0.6046105483758295,0.5806776249580677,0.013077593722755012,0.39538945162417044,0.986922406277245,2863,1731,2214.7939453125,7000.20068359375,7000.20068359375,4785.40673828125,2296.60400390625,0.9643778124332272,442.95878906250005,1132,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.05,4,0.7715600775193798,0.6408163265306123,0.684669573968467,0.0026155187445510027,0.35918367346938773,0.997384481255449,3185,2041,2281.0869140625,8238.1826171875,8238.1826171875,5957.09521484375,2296.60400390625,0.9932434630361363,456.21738281250003,1144,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.95,4,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2296.60400390625,0.0,0.0,0,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.85,4,0.024709302325581394,0.058823529411764705,0.0020127474002012745,0.916303400174368,0.9411764705882353,0.08369659982563209,102,6,292.28759765625,305.769775390625,305.769775390625,13.482231140136719,2296.60400390625,0.12726948013636813,58.45751953125,96,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.825,4,0.05111434108527132,0.07109004739336493,0.005031868500503187,0.8291194420226679,0.9289099526066351,0.17088055797733218,211,15,418.93597412109375,440.6773681640625,440.6773681640625,21.741397857666016,2296.60400390625,0.18241541572188044,83.78719482421876,196,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.8,4,0.06782945736434108,0.12142857142857143,0.011405568601140557,0.7855274629468177,0.8785714285714286,0.21447253705318223,280,34,501.80230712890625,552.3513793945312,552.3513793945312,50.54906463623047,2296.60400390625,0.21849753212804657,100.36046142578125,246,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.775,4,0.08042635658914729,0.14759036144578314,0.016437437101643745,0.7532693984306887,0.8524096385542169,0.24673060156931126,332,49,568.5579223632812,631.394775390625,631.394775390625,62.83683395385742,2296.60400390625,0.24756463081847455,113.71158447265626,283,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.75,4,0.0935077519379845,0.17098445595854922,0.02214022140221402,0.7210113339145597,0.8290155440414507,0.27898866608544026,386,66,635.78515625,712.9605712890625,712.9605712890625,77.17546081542969,2296.60400390625,0.27683708430735343,127.15703125,320,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.725,4,0.1065891472868217,0.19545454545454546,0.02884937940288494,0.6913687881429816,0.8045454545454546,0.3086312118570183,440,86,688.225830078125,780.3882446289062,780.3882446289062,92.16239929199219,2296.60400390625,0.2996710921462885,137.645166015625,354,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.7,4,0.11991279069767442,0.2101010101010101,0.03488762160348876,0.6591107236268526,0.7898989898989899,0.34088927637314737,495,104,733.115966796875,848.732177734375,848.732177734375,115.61624145507812,2296.60400390625,0.31921740341388066,146.623193359375,391,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.675,4,0.1312984496124031,0.22324723247232472,0.04059040590405904,0.6329555361813426,0.7767527675276753,0.36704446381865735,542,121,771.25537109375,900.0794677734375,900.0794677734375,128.82400512695312,2296.60400390625,0.33582427348464794,154.25107421875,421,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.65,4,0.14147286821705427,0.22945205479452055,0.04495135860449514,0.6076721883173496,0.7705479452054794,0.3923278116826504,584,134,798.808837890625,934.3260498046875,934.3260498046875,135.51722717285156,2296.60400390625,0.34782175618084193,159.76176757812502,450,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.625,4,0.1504360465116279,0.2318840579710145,0.048305937604830596,0.5841325196163906,0.7681159420289855,0.41586748038360943,621,144,844.9521484375,986.5567626953125,986.5567626953125,141.6046142578125,2296.60400390625,0.36791373131821464,168.9904296875,477,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.6,4,0.1564922480620155,0.23219814241486067,0.050318685005031866,0.5675675675675675,0.7678018575851393,0.43243243243243246,646,150,867.1860961914062,1016.1521606445312,1016.1521606445312,148.96604919433594,2296.60400390625,0.3775949596519147,173.43721923828127,496,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.575,4,0.16787790697674418,0.23809523809523808,0.055350553505535055,0.5396687009590235,0.7619047619047619,0.46033129904097647,693,165,916.7952880859375,1106.216064453125,1106.216064453125,189.42068481445312,2296.60400390625,0.3991960679884638,183.35905761718752,528,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.55,4,0.18628875968992248,0.2613784135240572,0.0674270379067427,0.5047951176983435,0.7386215864759428,0.4952048823016565,769,201,964.38916015625,1292.9857177734375,1292.9857177734375,328.5965576171875,2296.60400390625,0.4199196546361231,192.87783203125002,568,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.525,4,0.20784883720930233,0.2715617715617716,0.07816169070781617,0.45510026155187444,0.7284382284382285,0.5448997384481256,858,233,1042.343994140625,1445.6787109375,1445.6787109375,403.334716796875,2296.60400390625,0.4538631790102786,208.46879882812502,625,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.5,4,0.22868217054263565,0.2817796610169492,0.08923180140892319,0.40889276373147343,0.7182203389830508,0.5911072362685266,944,266,1165.57568359375,1650.05029296875,1650.05029296875,484.47442626953125,2296.60400390625,0.507521401866079,233.11513671875002,678,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.475,4,0.25266472868217055,0.2972195589645254,0.1039919490103992,0.36094158674803833,0.7027804410354745,0.6390584132519617,1043,310,1283.0770263671875,1853.865966796875,1853.865966796875,570.788818359375,2296.60400390625,0.5586844855207194,256.6154052734375,733,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.45,4,0.2771317829457364,0.3068181818181818,0.11774572291177457,0.3086312118570183,0.6931818181818182,0.6913687881429816,1144,351,1411.017333984375,2098.044921875,2098.044921875,687.0274658203125,2296.60400390625,0.6143929609041883,282.20346679687503,793,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.425,4,0.29433139534883723,0.3160493827160494,0.12881583361288157,0.27550130775937226,0.6839506172839506,0.7244986922406277,1215,384,1500.623291015625,2278.988037109375,2278.988037109375,778.3646850585938,2296.60400390625,0.6534096816269777,300.124658203125,831,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.4,4,0.311531007751938,0.322706065318818,0.1392150285139215,0.24062772449869224,0.6772939346811819,0.7593722755013078,1286,415,1610.3072509765625,2470.7138671875,2470.7138671875,860.4066162109375,2296.60400390625,0.7011688772803764,322.06145019531255,871,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.375,4,0.32897286821705424,0.3328424153166421,0.1516269708151627,0.2101133391455972,0.6671575846833578,0.7898866608544028,1358,452,1699.5775146484375,2639.912841796875,2639.912841796875,940.3353271484375,2296.60400390625,0.7400394285465228,339.91550292968753,906,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.35,4,0.34714147286821706,0.3433356594556874,0.16504528681650452,0.17959895379250218,0.6566643405443127,0.8204010462074979,1433,492,1797.9345703125,2835.513671875,2835.513671875,1037.5791015625,2296.60400390625,0.7828666009701399,359.5869140625,941,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.325,4,0.36579457364341084,0.356953642384106,0.18081180811808117,0.15344376634699217,0.643046357615894,0.8465562336530078,1510,539,1895.98876953125,3054.3984375,3054.3984375,1158.409423828125,2296.60400390625,0.8255619019676004,379.19775390625,971,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.3,4,0.38275193798449614,0.37278481012658227,0.19758470311975848,0.13600697471665213,0.6272151898734177,0.8639930252833479,1580,589,1947.1649169921875,3239.656982421875,3239.656982421875,1292.4921875,2296.60400390625,0.8478453027514938,389.4329833984375,991,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.275,4,0.40406976744186046,0.38788968824940045,0.21704126132170412,0.10985178727114212,0.6121103117505995,0.8901482127288579,1668,647,2007.039306640625,3469.83642578125,3469.83642578125,1462.797119140625,2296.60400390625,0.8739161401908601,401.407861328125,1021,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.25,4,0.4316860465116279,0.40852974186307517,0.24421335122442134,0.08108108108108109,0.5914702581369248,0.918918918918919,1782,728,2085.28173828125,3790.656005859375,3790.656005859375,1705.374267578125,2296.60400390625,0.9079848919249613,417.05634765625,1054,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.225,4,0.4580910852713178,0.4230565838180857,0.26836632002683664,0.04882301656495205,0.5769434161819144,0.951176983435048,1891,800,2139.53955078125,3997.104248046875,3997.104248046875,1857.5648193359375,2296.60400390625,0.9316101283208372,427.90791015625,1091,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.2,4,0.47819767441860467,0.4457953394123607,0.2952029520295203,0.046207497820401046,0.5542046605876393,0.953792502179599,1974,880,2149.7744140625,4166.2265625,4166.2265625,2016.4521484375,2296.60400390625,0.9360666490200268,429.95488281250005,1094,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.175,4,0.49249031007751937,0.4589276930644368,0.3129822207312982,0.04097646033129904,0.5410723069355632,0.9590235396687009,2033,933,2169.945556640625,4368.037109375,4368.037109375,2198.09130859375,2296.60400390625,0.9448496793307883,433.98911132812503,1100,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.15,4,0.502422480620155,0.4681774349083896,0.32572962093257296,0.03836094158674804,0.5318225650916104,0.9616390584132519,2074,971,2184.880615234375,4477.89013671875,4477.89013671875,2293.009765625,2296.60400390625,0.9513527850330981,436.97612304687505,1103,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.125,4,0.5167151162790697,0.4810126582278481,0.344179805434418,0.03487358326068003,0.5189873417721519,0.96512641673932,2133,1026,2201.58447265625,4643.9150390625,4643.9150390625,2442.330078125,2296.60400390625,0.9586260708905919,440.31689453125,1107,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.1,4,0.5547480620155039,0.5126637554585153,0.3938275746393828,0.02702702702702703,0.4873362445414847,0.972972972972973,2290,1174,2216.77197265625,5124.013671875,5124.013671875,2907.2421875,2296.60400390625,0.9652390960242971,443.35439453125,1116,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.075,4,0.6053779069767442,0.5510204081632653,0.46192552834619255,0.021795989537925022,0.4489795918367347,0.978204010462075,2499,1377,2230.62158203125,5853.4443359375,5853.4443359375,3622.822265625,2296.60400390625,0.971269569432618,446.12431640625005,1122,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.05,4,0.6727228682170543,0.5912855599567879,0.5508218718550821,0.010462074978204011,0.4087144400432121,0.9895379250217959,2777,1642,2250.532470703125,6824.2607421875,6824.2607421875,4573.728515625,2296.60400390625,0.979939278550084,450.10649414062505,1135,test_daily,43,True
