model,policy,empty_probability_threshold,stable_empty_min_steps,recommendation_rate,occupancy_conflict_rate,standard_fpr_occupied_denominator,missed_opportunity_rate,empty_window_precision,empty_window_recall,recommendation_count,occupancy_conflict_count,safe_shiftable_load_opportunity_kwh,gross_shiftable_load_opportunity_kwh,raw_recommended_controllable_kwh,conflict_controllable_kwh,available_empty_controllable_kwh,safe_energy_capture_rate,emission_avoided_kg_co2e,safe_recommended_intervals,split,daily_anchor_count,pareto_frontier
DLinear,test_daily_threshold_sweep,0.4,4,0.3316375968992248,0.4587289992695398,0.21066756122106675,0.35396687009590233,0.5412710007304602,0.6460331299040977,1369,628,1526.8946533203125,3375.7060546875,3375.7060546875,1848.811279296875,2296.60400390625,0.6648489033038549,305.3789306640625,741,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.375,4,0.37306201550387597,0.5045454545454545,0.2606507883260651,0.33478639930252835,0.4954545454545455,0.6652136006974717,1540,777,1568.0096435546875,3935.164306640625,3935.164306640625,2367.15478515625,2296.60400390625,0.6827514194383053,313.6019287109375,763,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.35,4,0.4583333333333333,0.572938689217759,0.36363636363636365,0.2955536181342633,0.427061310782241,0.7044463818657367,1892,1084,1628.4537353515625,4969.3115234375,4969.3115234375,3340.85791015625,2296.60400390625,0.7090703197337271,325.6907470703125,808,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.325,4,0.6145833333333334,0.6468269609775326,0.5504864139550486,0.21883173496076722,0.3531730390224675,0.7811682650392328,2537,1641,1784.56982421875,7049.02880859375,7049.02880859375,5264.458984375,2296.60400390625,0.7770472494097411,356.91396484375,896,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.3,4,0.7170542635658915,0.6736486486486486,0.6689030526668903,0.15780296425457715,0.32635135135135135,0.8421970357454228,2960,1994,1919.4154052734375,8302.078125,8302.078125,6382.6630859375,2296.60400390625,0.8357624570926204,383.8830810546875,966,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.275,4,0.7904554263565892,0.6858718970272755,0.7507547802750755,0.10636442894507411,0.3141281029727245,0.8936355710549259,3263,2238,2057.140625,9324.9619140625,9324.9619140625,7267.82080078125,2296.60400390625,0.8957315329508477,411.428125,1025,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.25,4,0.874031007751938,0.6940133037694013,0.8399865816839986,0.037489102005231034,0.30598669623059865,0.962510897994769,3608,2504,2154.15087890625,10378.22265625,10378.22265625,8224.072265625,2296.60400390625,0.9379722735144134,430.83017578125003,1104,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.225,4,0.8975290697674418,0.6987854251012146,0.86850050318685,0.02702702702702703,0.30121457489878545,0.972972972972973,3705,2589,2184.01171875,10664.3583984375,10664.3583984375,8480.34765625,2296.60400390625,0.9509744453267764,436.80234375000003,1116,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.2,4,0.9212693798449613,0.7020773073889035,0.8956725930895673,0.012205754141238012,0.2979226926110965,0.987794245858762,3803,2670,2248.775390625,11020.10546875,11020.10546875,8771.330078125,2296.60400390625,0.97917420103775,449.755078125,1133,test_daily,43,True
DLinear,test_daily_threshold_sweep,0.175,4,0.9307170542635659,0.7038001041124414,0.9070781616907078,0.007846556233653008,0.2961998958875586,0.992153443766347,3842,2704,2266.3779296875,11127.615234375,11127.615234375,8861.2373046875,2296.60400390625,0.9868387958188094,453.2755859375,1138,test_daily,43,True
