dataset_start,dataset_end,train_start,train_end,validation_start,validation_end,test_start,test_end,number_of_rows,empty_rate_train,empty_rate_validation,empty_rate_test
2018-05-22 00:00:00-07:00,2019-02-21 02:00:00-08:00,2018-05-23 00:00:00-07:00,2018-11-25 23:45:00-08:00,2018-11-28 00:00:00-08:00,2019-01-06 23:45:00-08:00,2019-01-09 00:00:00-08:00,2019-02-21 02:00:00-08:00,26413,0.3265203831588327,0.29635416666666664,0.27749576988155666
