best_model_by_empty_auprc,best_model_delta_10_threshold,test_forecast_intervals,test_forecast_anchors,daily_test_schedules,device,positive_class,result_dir,figure_dir
Historical average,0.95,388032,4042,43,cpu,Empty=1,results,figures
