date_local,occ_count_mean,occ_count_max,occupied,empty,wifi_south_total,wifi_south_mean,air_temp_set_1,air_temp_set_2,dew_point_temperature_set_1d,relative_humidity_set_1,solar_radiation_set_1,temp_interior_mean,mels_S,lig_S,hvac_S,ele_south_total,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,is_business_hour,is_holiday
2018-06-11 23:45:00-07:00,3.0,3.0,1.0,0.0,67.0,33.5,18.02,18.96,9.97,59.51,0.0,23.054499999999997,2.29,0.2,19.5,21.990000000000002,-0.06540312923014367,0.9978589232386035,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 00:00:00-07:00,1.8,3.0,1.0,0.0,72.0,36.0,18.39,19.04,9.47,56.24,0.0,23.027156249999997,2.2,0.2,21.1,23.5,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 00:15:00-07:00,2.0,2.0,1.0,0.0,73.0,36.5,18.26,18.63,9.52,56.9,0.0,23.07775,2.2,0.2,28.9,31.299999999999997,0.06540312923014306,0.9978589232386035,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 00:30:00-07:00,2.0,2.0,1.0,0.0,77.5,38.75,18.36,18.69,9.34,55.87,0.0,23.02709375,2.5,0.1,26.6,29.200000000000003,0.13052619222005157,0.9914448613738104,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 00:45:00-07:00,2.0,2.0,1.0,0.0,81.0,40.5,19.26,19.57,9.03,51.73,0.0,23.0075625,2.1,0.2,29.0,31.3,0.19509032201612825,0.9807852804032304,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 01:00:00-07:00,2.0,2.0,1.0,0.0,89.0,44.5,18.18,18.31,9.42,56.81,0.0,22.97428125,2.5,0.2,28.7,31.4,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 01:15:00-07:00,2.0,2.0,1.0,0.0,102.0,51.0,17.96,18.14,9.16,56.6,0.0,22.976374999999997,2.29,0.2,24.9,27.39,0.3214394653031616,0.9469301294951057,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 01:30:00-07:00,2.0,2.0,1.0,0.0,119.5,59.75,17.94,18.17,9.0,56.08,0.0,22.97628125,2.2,0.2,28.2,30.6,0.3826834323650898,0.9238795325112867,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 01:45:00-07:00,2.0,2.0,1.0,0.0,139.0,69.5,17.85,18.01,8.95,56.21,0.0,22.9566875,2.2,0.2,29.7,32.1,0.4422886902190013,0.8968727415326883,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 02:00:00-07:00,2.0,2.0,1.0,0.0,158.0,79.0,17.91,18.16,9.1,56.56,0.0,22.93921875,2.2,0.2,21.2,23.6,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 02:15:00-07:00,2.0,2.0,1.0,0.0,166.0,83.0,18.0,18.26,8.97,55.76,0.0,22.925562499999998,2.1,0.2,20.3,22.6,0.5555702330196022,0.8314696123025452,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 02:30:00-07:00,2.0,2.0,1.0,0.0,168.5,84.25,17.87,18.1,8.81,55.61,0.0,22.927468750000003,2.1,0.2,21.2,23.5,0.6087614290087207,0.7933533402912352,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 02:45:00-07:00,2.0,2.0,1.0,0.0,185.0,92.5,18.13,18.43,8.9,55.02,0.0,22.9215,2.2,0.2,25.6,28.0,0.6593458151000688,0.7518398074789774,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 03:00:00-07:00,2.0,2.0,1.0,0.0,197.0,98.5,18.39,18.75,9.41,56.02,0.0,22.927375,2.29,0.2,26.1,28.590000000000003,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 03:15:00-07:00,2.0,2.0,1.0,0.0,203.0,101.5,18.03,18.76,9.3,56.88,0.0,22.9176875,2.0,0.2,21.9,24.099999999999998,0.7518398074789773,0.659345815100069,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 03:30:00-07:00,2.0,2.0,1.0,0.0,209.5,104.75,17.97,18.55,9.23,56.82,0.0,22.921656249999998,2.29,0.2,21.2,23.689999999999998,0.7933533402912352,0.6087614290087207,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 03:45:00-07:00,2.0,2.0,1.0,0.0,221.0,110.5,18.93,19.24,8.93,52.46,0.0,22.870937499999997,2.1,0.2,21.3,23.6,0.8314696123025452,0.5555702330196023,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 04:00:00-07:00,2.0,2.0,1.0,0.0,226.5,113.25,17.41,17.85,9.21,58.79,0.0,22.8688125,2.1,0.2,22.3,24.6,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 04:15:00-07:00,2.0,2.0,1.0,0.0,237.0,118.5,17.56,18.05,9.61,59.82,0.0,22.8551875,2.1,0.2,22.8,25.1,0.8968727415326884,0.44228869021900125,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 04:30:00-07:00,2.0,2.0,1.0,0.0,223.0,111.5,17.76,18.14,9.47,58.52,0.0,22.82390625,2.2,0.2,21.7,24.1,0.9238795325112867,0.38268343236508984,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 04:45:00-07:00,2.0,2.0,1.0,0.0,223.0,111.5,17.78,18.1,9.66,59.18,0.0,22.823875,2.2,0.2,21.8,24.200000000000003,0.9469301294951057,0.3214394653031615,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 05:00:00-07:00,2.066666666666667,3.0,1.0,0.0,224.5,112.25,17.83,18.35,9.5,58.38,0.0,22.7868125,2.1,0.15,21.5,23.75,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 05:15:00-07:00,2.1333333333333333,3.0,1.0,0.0,211.0,105.5,19.19,19.6,8.33,49.57,0.0,22.761375,2.29,0.1,26.7,29.09,0.9807852804032304,0.19509032201612833,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 05:30:00-07:00,3.0,3.0,1.0,0.0,206.0,103.0,19.14,19.53,8.33,49.71,0.18,22.738,2.2,0.0,26.5,28.7,0.9914448613738104,0.1305261922200517,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 05:45:00-07:00,3.6666666666666665,5.0,1.0,0.0,207.0,103.5,18.37,18.65,8.48,52.71,1.61,22.781125,2.4,0.35,21.2,23.95,0.9978589232386035,0.06540312923014305,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 06:00:00-07:00,3.3333333333333335,4.0,1.0,0.0,210.5,105.25,16.79,17.07,9.01,60.34,5.55,22.74971875,2.6,0.7,22.4,25.7,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 06:15:00-07:00,3.0,3.0,1.0,0.0,211.0,105.5,16.68,16.99,9.34,62.1,9.9,22.792625,2.5,2.05,23.3,27.85,0.9978589232386035,-0.06540312923014292,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 06:30:00-07:00,3.533333333333333,4.0,1.0,0.0,215.5,107.75,17.69,18.16,8.98,56.87,13.65,22.75753125,2.6,3.4,22.1,28.1,0.9914448613738105,-0.13052619222005138,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 06:45:00-07:00,4.8,7.0,1.0,0.0,211.0,105.5,17.87,18.14,9.01,56.34,16.72,22.7535625,2.9,3.4,25.2,31.5,0.9807852804032305,-0.19509032201612797,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 07:00:00-07:00,4.8,9.0,1.0,0.0,224.5,112.25,17.42,17.78,9.18,58.66,19.78,22.845499999999998,3.5,3.7,43.2,50.400000000000006,0.9659258262890683,-0.25881904510252085,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 07:15:00-07:00,8.866666666666667,10.0,1.0,0.0,232.0,116.0,17.04,17.51,9.48,61.27,52.22,22.866875,4.2,4.0,23.5,31.7,0.9469301294951057,-0.3214394653031616,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 07:30:00-07:00,9.333333333333334,11.0,1.0,0.0,224.5,112.25,16.76,17.19,9.69,63.26,167.9,22.85515625,3.6,3.85,22.9,30.349999999999998,0.9238795325112867,-0.3826834323650897,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 07:45:00-07:00,12.333333333333334,17.0,1.0,0.0,220.0,110.0,16.27,16.62,10.06,66.89,262.1,22.929499999999997,3.8,3.7,50.0,57.5,0.8968727415326884,-0.44228869021900113,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 08:00:00-07:00,19.266666666666666,23.0,1.0,0.0,220.0,110.0,17.57,18.07,10.5,63.41,306.9,22.937312499999997,4.59,3.7,45.9,54.19,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 08:15:00-07:00,19.333333333333332,24.0,1.0,0.0,199.0,99.5,17.36,17.75,10.77,65.45,352.2,22.937125,5.5,3.8,29.4,38.7,0.8314696123025451,-0.5555702330196023,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 08:30:00-07:00,27.933333333333334,39.0,1.0,0.0,189.5,94.75,17.43,17.74,11.18,66.93,397.9,22.92553125,5.8,3.9,46.2,55.900000000000006,0.7933533402912352,-0.6087614290087207,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 08:45:00-07:00,42.266666666666666,47.0,1.0,0.0,190.0,95.0,18.25,18.53,11.2,63.67,443.2,22.999812499999997,6.3,3.7,29.2,39.2,0.7518398074789774,-0.6593458151000688,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 09:00:00-07:00,53.333333333333336,58.0,1.0,0.0,182.5,91.25,18.72,18.74,11.36,62.45,487.5,23.0544375,7.9,3.9,29.5,41.3,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 09:15:00-07:00,62.13333333333333,69.0,1.0,0.0,180.0,90.0,18.85,18.77,11.33,61.83,530.2,23.1014375,8.69,3.9,44.1,56.69,0.6593458151000686,-0.7518398074789776,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 09:30:00-07:00,73.46666666666667,76.0,1.0,0.0,177.0,88.5,19.53,19.31,11.6,60.33,572.8,23.10321875,9.5,3.9,43.9,57.3,0.6087614290087204,-0.7933533402912353,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 09:45:00-07:00,80.2,87.0,1.0,0.0,174.0,87.0,20.48,20.09,11.66,57.1,614.7,23.1794375,8.9,3.9,40.5,53.3,0.5555702330196022,-0.8314696123025453,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 10:00:00-07:00,69.93333333333334,72.0,1.0,0.0,145.5,72.75,21.37,20.93,11.77,54.46,655.4,23.26146875,8.69,3.9,42.4,54.989999999999995,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 10:15:00-07:00,65.06666666666666,72.0,1.0,0.0,129.0,64.5,21.86,21.49,12.07,53.91,693.4,23.300562499999998,9.19,4.0,39.4,52.589999999999996,0.4422886902190013,-0.8968727415326883,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 10:30:00-07:00,64.93333333333334,69.0,1.0,0.0,115.0,57.5,21.97,21.67,12.52,55.14,730.4,23.337625,9.1,4.5,38.6,52.2,0.3826834323650899,-0.9238795325112867,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 10:45:00-07:00,71.8,75.0,1.0,0.0,110.0,55.0,22.5,22.01,12.78,54.31,764.3,23.2809375,9.69,4.5,36.79,50.98,0.32143946530316175,-0.9469301294951056,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 11:00:00-07:00,70.86666666666666,76.0,1.0,0.0,95.5,47.75,23.22,22.51,12.68,51.64,796.4,23.34346875,9.6,4.4,73.0,87.0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 11:15:00-07:00,75.33333333333333,79.0,1.0,0.0,90.0,45.0,23.17,22.39,12.33,50.6,827.0,23.386312500000003,9.19,4.3,42.2,55.69,0.19509032201612816,-0.9807852804032304,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 11:30:00-07:00,72.33333333333333,78.0,1.0,0.0,87.0,43.5,23.16,22.28,11.99,49.54,855.0,23.3728125,9.6,4.59,42.2,56.39,0.13052619222005157,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 11:45:00-07:00,59.53333333333333,64.0,1.0,0.0,86.0,43.0,22.77,22.1,11.7,49.75,877.0,23.3473125,9.19,4.5,39.2,52.89,0.06540312923014312,-0.9978589232386035,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 12:00:00-07:00,54.266666666666666,61.0,1.0,0.0,84.0,42.0,23.15,22.3,11.51,48.02,897.0,23.398125,9.1,4.59,38.79,52.48,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 12:15:00-07:00,39.6,46.0,1.0,0.0,82.0,41.0,23.85,22.87,11.42,45.76,914.0,23.4645625,9.5,4.393333333,37.79,51.683333333,-0.06540312923014287,-0.9978589232386035,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 12:30:00-07:00,33.46666666666667,37.0,1.0,0.0,75.5,37.75,24.21,23.27,11.43,44.78,929.0,23.472437499999998,8.6,4.196666667,39.0,51.796666667,-0.13052619222005132,-0.9914448613738105,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 12:45:00-07:00,30.933333333333334,40.0,1.0,0.0,76.0,38.0,24.27,23.09,11.34,44.36,938.0,23.5155625,9.1,4.0,37.4,50.5,-0.19509032201612792,-0.9807852804032305,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 13:00:00-07:00,40.266666666666666,49.0,1.0,0.0,73.0,36.5,24.51,23.39,10.99,42.71,945.0,23.654125,9.4,4.5,57.5,71.4,-0.25881904510252035,-0.9659258262890684,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 13:15:00-07:00,56.86666666666667,64.0,1.0,0.0,77.0,38.5,23.93,22.88,11.11,44.59,947.0,23.538874999999997,10.5,4.2,43.7,58.400000000000006,-0.3214394653031611,-0.9469301294951058,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 13:30:00-07:00,65.06666666666666,66.0,1.0,0.0,71.5,35.75,24.28,23.11,11.28,44.15,947.0,23.62675,10.4,4.25,59.9,74.55,-0.3826834323650892,-0.923879532511287,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 13:45:00-07:00,60.333333333333336,64.0,1.0,0.0,69.0,34.5,24.48,23.29,10.61,41.74,943.0,23.6248125,10.0,4.3,60.5,74.8,-0.44228869021900147,-0.8968727415326883,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 14:00:00-07:00,43.93333333333333,48.0,1.0,0.0,72.0,36.0,25.16,24.14,8.35,34.41,939.0,23.618875,9.5,4.09,56.0,69.59,-0.5000000000000001,-0.8660254037844386,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 14:15:00-07:00,44.266666666666666,48.0,1.0,0.0,70.0,35.0,25.82,24.76,8.0,32.29,930.0,23.702875,9.5,4.0,38.29,51.79,-0.5555702330196023,-0.8314696123025452,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 14:30:00-07:00,39.86666666666667,45.0,1.0,0.0,69.0,34.5,25.39,24.48,8.73,34.83,917.0,23.68725,9.19,4.0,38.79,51.98,-0.6087614290087207,-0.7933533402912352,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 14:45:00-07:00,33.53333333333333,40.0,1.0,0.0,71.0,35.5,24.97,24.19,9.25,36.98,901.0,23.671625,8.9,3.9,39.2,52.0,-0.6593458151000688,-0.7518398074789774,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 15:00:00-07:00,32.8,42.0,1.0,0.0,70.5,35.25,24.87,23.87,10.79,41.24,880.0,23.738,8.69,3.9,45.8,58.39,-0.7071067811865475,-0.7071067811865477,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 15:15:00-07:00,53.2,58.0,1.0,0.0,68.0,34.0,24.72,23.7,10.69,41.34,855.0,23.7731875,9.69,4.09,44.6,58.38,-0.7518398074789773,-0.6593458151000691,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 15:30:00-07:00,53.6,56.0,1.0,0.0,66.5,33.25,25.2,24.15,9.29,36.57,828.0,23.7888125,9.5,4.2,54.8,68.5,-0.7933533402912349,-0.6087614290087209,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 15:45:00-07:00,50.8,54.0,1.0,0.0,65.0,32.5,25.19,24.18,8.69,35.15,798.4,23.769312499999998,9.9,4.2,45.1,59.2,-0.8314696123025448,-0.555570233019603,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 16:00:00-07:00,44.93333333333333,47.0,1.0,0.0,66.0,33.0,25.6,24.64,8.47,33.79,766.0,23.79471875,9.1,3.9,47.6,60.6,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 16:15:00-07:00,40.06666666666667,46.0,1.0,0.0,66.0,33.0,26.45,25.52,8.51,32.19,731.8,23.847375,8.4,4.3,42.7,55.400000000000006,-0.8968727415326883,-0.44228869021900136,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 16:30:00-07:00,27.533333333333335,31.0,1.0,0.0,67.0,33.5,26.41,25.52,8.83,32.98,695.3,23.86103125,7.6,4.195,47.9,59.695,-0.9238795325112868,-0.3826834323650895,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 16:45:00-07:00,11.466666666666667,17.0,1.0,0.0,66.0,33.0,25.9,25.18,8.94,34.26,655.6,23.9801875,6.1,4.09,50.9,61.089999999999996,-0.9469301294951056,-0.3214394653031618,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 17:00:00-07:00,4.533333333333333,6.0,1.0,0.0,66.5,33.25,25.25,24.37,9.59,37.21,614.6,23.97828125,4.4,4.0,75.2,83.60000000000001,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 17:15:00-07:00,1.2,4.0,1.0,0.0,66.0,33.0,25.46,24.77,10.06,37.91,572.8,23.9254375,4.3,4.045,52.9,61.245,-0.9807852804032303,-0.19509032201612866,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 17:30:00-07:00,0.6666666666666666,2.0,1.0,0.0,64.0,32.0,23.79,22.99,11.07,44.85,528.7,23.949031249999997,3.8,4.09,46.4,54.29,-0.9914448613738104,-0.13052619222005163,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 17:45:00-07:00,2.4,4.0,1.0,0.0,63.0,31.5,22.88,22.13,11.06,47.38,482.4,23.909937499999998,3.2,3.64,45.7,52.540000000000006,-0.9978589232386035,-0.06540312923014362,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 18:00:00-07:00,1.8,3.0,1.0,0.0,65.0,32.5,22.49,21.53,11.17,48.88,437.3,23.931375,3.2,3.19,46.0,52.39,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 18:15:00-07:00,0.06666666666666667,1.0,1.0,0.0,65.0,32.5,22.23,21.66,11.1,49.44,391.2,23.909875,2.6,2.74,43.7,49.040000000000006,-0.9978589232386036,0.06540312923014237,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 18:30:00-07:00,0.4,1.0,1.0,0.0,64.0,32.0,21.83,21.18,11.01,50.36,344.5,23.90790625,2.6,2.29,44.7,49.59,-0.9914448613738104,0.13052619222005213,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 18:45:00-07:00,1.0,2.0,1.0,0.0,63.0,31.5,21.42,20.9,11.03,51.71,298.7,23.917749999999998,2.5,2.145,48.9,53.545,-0.9807852804032304,0.1950903220161283,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0
2018-06-12 19:00:00-07:00,0.9333333333333333,2.0,1.0,0.0,61.5,30.75,20.96,20.61,11.1,53.44,251.6,23.9215625,2.4,2.0,39.2,43.6,-0.9659258262890682,0.25881904510252113,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 19:15:00-07:00,0.13333333333333333,1.0,1.0,0.0,65.0,32.5,20.92,20.66,11.27,54.18,207.3,23.8983125,2.1,2.29,38.4,42.79,-0.9469301294951057,0.3214394653031615,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 19:30:00-07:00,0.2,2.0,1.0,0.0,65.5,32.75,20.88,20.76,11.42,54.83,163.4,23.900187499999998,2.1,2.4,37.7,42.2,-0.9238795325112866,0.38268343236509,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 19:45:00-07:00,1.9333333333333333,2.0,1.0,0.0,64.0,32.0,20.49,20.3,11.29,55.69,120.9,23.870874999999998,2.2,2.1,29.3,33.6,-0.8968727415326884,0.442288690219001,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 20:00:00-07:00,2.3333333333333335,3.0,1.0,0.0,65.0,32.5,19.49,19.24,10.33,55.63,77.02,23.826093750000002,3.1,1.7,28.0,32.8,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 20:15:00-07:00,2.6666666666666665,3.0,1.0,0.0,65.0,32.5,18.44,18.34,9.88,57.64,35.67,23.796625,1.9,1.7,28.3,31.9,-0.8314696123025455,0.5555702330196018,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 20:30:00-07:00,2.933333333333333,3.0,1.0,0.0,63.5,31.75,17.49,17.52,9.74,60.6,11.42,23.78875,2.0,1.8,23.4,27.2,-0.7933533402912352,0.6087614290087205,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 20:45:00-07:00,2.8,3.0,1.0,0.0,64.0,32.0,16.93,16.99,9.59,62.16,2.94,23.7301875,1.9,1.7,21.4,25.0,-0.7518398074789777,0.6593458151000684,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 21:00:00-07:00,2.2,3.0,1.0,0.0,64.5,32.25,16.39,16.58,9.55,64.18,0.49,23.71453125,1.8,1.3,30.7,33.8,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 21:15:00-07:00,5.0,6.0,1.0,0.0,66.0,33.0,15.81,15.91,9.44,66.07,0.0,23.702875,1.8,0.1,26.8,28.7,-0.6593458151000687,0.7518398074789775,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 21:30:00-07:00,5.0,5.0,1.0,0.0,65.5,32.75,16.11,16.27,9.64,65.7,0.0,23.67359375,1.5,0.2,21.3,23.0,-0.608761429008721,0.7933533402912349,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2018-06-12 21:45:00-07:00,4.8,5.0,1.0,0.0,64.0,32.0,16.24,16.37,9.66,65.23,0.0,23.6169375,1.7,0.15,20.8,22.650000000000002,-0.5555702330196022,0.8314696123025452,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
