date_local,occ_count_mean,occ_count_max,occupied,empty,wifi_south_total,wifi_south_mean,air_temp_set_1,air_temp_set_2,dew_point_temperature_set_1d,relative_humidity_set_1,solar_radiation_set_1,temp_interior_mean,mels_S,lig_S,hvac_S,ele_south_total,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,is_business_hour,is_holiday
2018-05-22 02:30:00-07:00,0.0,0.0,0.0,1.0,144.0,72.0,9.82,9.68,8.68,92.7,0.97,23.318109375,1.399999976,0.200000003,0.0,1.599999979,0.6087614290087207,0.7933533402912352,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 02:45:00-07:00,0.0,0.0,0.0,1.0,154.0,77.0,9.79,9.65,8.68,92.9,0.83,23.337076704545453,1.299999952,0.100000001,0.0,1.399999953,0.6593458151000688,0.7518398074789774,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 03:00:00-07:00,0.0,0.0,0.0,1.0,145.5,72.75,9.83,9.66,8.74,93.0,0.81,23.31901278409091,1.5,0.125000001,0.0,1.625000001,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 03:15:00-07:00,0.0,0.0,0.0,1.0,149.0,74.5,9.8,9.66,8.71,93.0,0.76,23.28919886363636,1.399999976,0.150000002,0.0,1.549999978,0.7518398074789773,0.659345815100069,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 03:30:00-07:00,0.0,0.0,0.0,1.0,156.5,78.25,9.85,9.71,8.79,93.2,0.61,23.31204119318182,1.5,0.175000003,0.0,1.675000003,0.7933533402912352,0.6087614290087207,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 03:45:00-07:00,0.0,0.0,0.0,1.0,158.0,79.0,9.84,9.71,8.8,93.3,0.6,23.303696022727273,1.5,0.200000003,0.0,1.700000003,0.8314696123025452,0.5555702330196023,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 04:00:00-07:00,0.0,0.0,0.0,1.0,165.0,82.5,9.73,9.62,8.72,93.5,0.6,23.256288352272726,1.399999976,0.200000003,17.2,18.799999979,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 04:15:00-07:00,0.0,0.0,0.0,1.0,164.0,82.0,9.73,9.6,8.74,93.6,0.6,23.26750568181818,1.600000024,0.200000003,19.89,21.690000027,0.8968727415326884,0.44228869021900125,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 04:30:00-07:00,0.0,0.0,0.0,1.0,175.5,87.75,9.81,9.69,8.82,93.6,0.6,23.292410511363634,1.299999952,0.200000003,0.0,1.499999955,0.9238795325112867,0.38268343236508984,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 04:45:00-07:00,0.0,0.0,0.0,1.0,167.0,83.5,9.69,9.56,8.71,93.7,0.6,23.219565340909092,1.200000048,0.200000003,0.0,1.400000051,0.9469301294951057,0.3214394653031615,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 05:00:00-07:00,0.0,0.0,0.0,1.0,166.5,83.25,9.71,9.58,8.73,93.7,0.6,23.254157670454546,1.700000048,0.200000003,0.0,1.900000051,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 05:15:00-07:00,0.0,0.0,0.0,1.0,166.0,83.0,9.72,9.59,8.74,93.7,0.6,23.253625,1.299999952,0.200000003,0.0,1.499999955,0.9807852804032304,0.19509032201612833,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 05:30:00-07:00,0.2,1.0,1.0,0.0,169.5,84.75,9.75,9.63,8.77,93.7,0.6,23.255092329545455,1.600000024,1.799999952,0.0,3.399999976,0.9914448613738104,0.1305261922200517,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 05:45:00-07:00,1.0,1.0,1.0,0.0,176.0,88.0,9.68,9.57,8.72,93.8,0.6,23.28780965909091,1.799999952,1.799999952,0.0,3.599999904,0.9978589232386035,0.06540312923014305,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 06:00:00-07:00,1.0,1.0,1.0,0.0,174.5,87.25,9.69,9.56,8.73,93.8,1.09,23.267683238636362,2.099999905,4.199999809,0.0,6.299999714,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 06:15:00-07:00,1.0,1.0,1.0,0.0,175.0,87.5,9.61,9.48,8.65,93.8,2.81,23.263244318181815,2.200000048,4.199999809,18.1,24.499999857000002,0.9978589232386035,-0.06540312923014292,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 06:30:00-07:00,1.0,1.0,1.0,0.0,169.5,84.75,9.56,9.43,8.61,93.9,5.36,23.317336647727274,2.400000095,3.699999928,18.89,24.990000023,0.9914448613738105,-0.13052619222005138,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 06:45:00-07:00,1.6666666666666667,2.0,1.0,0.0,168.0,84.0,9.51,9.39,8.57,93.9,9.6,23.340241477272727,2.400000095,3.200000048,0.0,5.600000143000001,0.9807852804032305,-0.19509032201612797,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2018-05-22 07:00:00-07:00,3.066666666666667,4.0,1.0,0.0,173.0,86.5,9.43,9.27,8.49,93.9,16.33,23.329990056818183,3.0,3.733333429,0.0,6.733333429,0.9659258262890683,-0.25881904510252085,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 07:15:00-07:00,4.8,5.0,1.0,0.0,177.0,88.5,9.48,9.32,8.54,93.9,24.05,23.319613636363638,3.0,4.26666681,16.7,23.96666681,0.9469301294951057,-0.3214394653031616,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 07:30:00-07:00,7.6,9.0,1.0,0.0,175.5,87.75,9.56,9.41,8.61,93.9,31.55,23.35636221590909,3.200000048,4.800000191,43.4,51.400000239,0.9238795325112867,-0.3826834323650897,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 07:45:00-07:00,9.266666666666667,10.0,1.0,0.0,172.0,86.0,9.71,9.54,8.75,93.8,37.55,23.400673295454546,3.400000095,4.600000143,0.0,8.000000238,0.8968727415326884,-0.44228869021900113,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 08:00:00-07:00,12.333333333333334,14.0,1.0,0.0,181.5,90.75,9.82,9.58,8.84,93.7,50.56,23.386421875,4.090000153,4.400000095,20.6,29.090000248000003,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 08:15:00-07:00,14.6,16.0,1.0,0.0,179.0,89.5,9.92,9.66,8.91,93.5,52.08,23.399670454545454,4.300000191,4.400000095,19.39,28.090000286,0.8314696123025451,-0.5555702330196023,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 08:30:00-07:00,18.333333333333332,19.0,1.0,0.0,175.5,87.75,9.9,9.64,8.87,93.4,62.61,23.41666903409091,4.300000191,4.5,21.0,29.800000191,0.7933533402912352,-0.6087614290087207,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 08:45:00-07:00,18.333333333333332,19.0,1.0,0.0,166.0,83.0,9.93,9.67,8.9,93.4,67.96,23.410292613636365,6.099999905,4.584285736,35.29,45.974285640999994,0.7518398074789774,-0.6593458151000688,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 09:00:00-07:00,25.066666666666666,28.0,1.0,0.0,162.0,81.0,9.94,9.66,8.9,93.3,81.4,23.43704119318182,6.300000191,4.668571472,22.0,32.968571663,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
2018-05-22 09:15:00-07:00,27.133333333333333,28.0,1.0,0.0,143.0,71.5,10.14,9.78,9.06,93.1,89.5,23.475477272727275,7.400000095,4.752857208,35.79,47.942857303,0.6593458151000686,-0.7518398074789776,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0
