grid_order,selection_split,forecast_metric_scope,policy_metric_scope,seasonal_weight,lightgbm_weight,transformer_weight,nonzero_components,threshold,validation_empty_auprc,validation_occupancy_conflict_rate,validation_safe_opportunity_kwh,recommendation_coverage,recommended_intervals,safe_intervals,conflict_intervals,recommended_windows,safe_windows,conflict_windows,validation_empty_recall,validation_gross_opportunity_kwh,validation_conflict_opportunity_kwh,window_conflict_rate,minimum_window_steps,minimum_window_hours,daily_schedules,total_intervals
0,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.05,0.6904108616416211,0.6518361581920904,1614.71146587675,0.7564102564102564,2832,986,1846,62,2,60,0.9079189686924494,6355.346121162999,4740.634655286251,0.967741935483871,4,1.0,39,3744
1,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.075,0.6904108616416211,0.6182816790898391,1580.9951543162501,0.6808226495726496,2549,973,1576,65,2,63,0.8959484346224678,5576.02359870675,3995.0284443905,0.9692307692307692,4,1.0,39,3744
2,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.1,0.6904108616416211,0.5901918976545842,1562.48254277325,0.6263354700854701,2345,961,1384,66,3,63,0.8848987108655617,4990.18363270375,3427.7010899304996,0.9545454545454546,4,1.0,39,3744
3,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.125,0.6904108616416211,0.5625866050808314,1540.2474524935,0.5782585470085471,2165,947,1218,63,3,60,0.8720073664825047,4538.05705724,2997.8096047464996,0.9523809523809523,4,1.0,39,3744
4,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.15,0.6904108616416211,0.5398622047244095,1521.88216657725,0.5427350427350427,2032,935,1097,53,2,51,0.8609576427255985,4229.56371888825,2707.681552311,0.9622641509433962,4,1.0,39,3744
5,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.175,0.6904108616416211,0.5292620865139949,1520.5904999105,0.5248397435897436,1965,925,1040,46,0,46,0.8517495395948435,4105.915296258499,2585.324796348,1.0,4,1.0,39,3744
6,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.2,0.6904108616416211,0.5182481751824818,1520.4467499105,0.5122863247863247,1918,924,994,42,0,42,0.850828729281768,3974.92006243175,2454.4733125212497,1.0,4,1.0,39,3744
7,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.225,0.6904108616416211,0.5093134646088345,1518.70003938425,0.5018696581196581,1879,922,957,41,0,41,0.848987108655617,3867.0803865769994,2348.3803471927495,1.0,4,1.0,39,3744
8,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.25,0.6904108616416211,0.4955947136563877,1514.125954913,0.48504273504273504,1816,916,900,45,0,45,0.8434622467771639,3703.5742961759997,2189.4483412629997,1.0,4,1.0,39,3744
9,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.275,0.6904108616416211,0.4801152737752161,1488.5433356857502,0.4634081196581197,1735,902,833,46,1,45,0.8305709023941068,3515.3860098269997,2026.84267414125,0.9782608695652174,4,1.0,39,3744
10,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.3,0.6904108616416211,0.4641555285540705,1452.09906992525,0.43963675213675213,1646,882,764,44,1,43,0.8121546961325967,3286.0949113634997,1833.99584143825,0.9772727272727273,4,1.0,39,3744
11,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.325,0.6904108616416211,0.44557606619987267,1436.080013455,0.41960470085470086,1571,871,700,43,1,42,0.8020257826887661,3077.6650800859998,1641.5850666309998,0.9767441860465116,4,1.0,39,3744
12,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.35,0.6904108616416211,0.4297082228116711,1413.0153092995,0.4027777777777778,1508,860,648,42,1,41,0.7918968692449355,2908.11734243525,1495.10203313575,0.9761904761904762,4,1.0,39,3744
13,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.375,0.6904108616416211,0.4195323246217332,1376.7666192562501,0.38835470085470086,1454,844,610,41,1,40,0.7771639042357275,2763.65236340525,1386.885744149,0.975609756097561,4,1.0,39,3744
14,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.4,0.6904108616416211,0.4107142857142857,1340.9164319795,0.37393162393162394,1400,825,575,42,2,40,0.7596685082872928,2633.176653047,1292.2602210674997,0.9523809523809523,4,1.0,39,3744
15,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.425,0.6904108616416211,0.4014925373134328,1299.92397294725,0.3579059829059829,1340,802,538,42,3,39,0.7384898710865562,2497.1094352345,1197.18546228725,0.9285714285714286,4,1.0,39,3744
16,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.45,0.6904108616416211,0.392049883086516,1244.4661306459998,0.34268162393162394,1283,780,503,42,5,37,0.7182320441988951,2355.16132173475,1110.6951910887499,0.8809523809523809,4,1.0,39,3744
17,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.475,0.6904108616416211,0.38531353135313534,1153.53600474475,0.32371794871794873,1212,745,467,41,5,36,0.6860036832412523,2176.50449933075,1022.9684945859999,0.8780487804878049,4,1.0,39,3744
18,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.5,0.6904108616416211,0.37630662020905925,1065.9903454237501,0.30662393162393164,1148,716,432,41,7,34,0.6593001841620626,1991.636413456,925.6460680322498,0.8292682926829268,4,1.0,39,3744
19,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.525,0.6904108616416211,0.3586854460093897,972.3475318459999,0.2844551282051282,1065,683,382,36,8,28,0.6289134438305709,1760.646261285,788.298729439,0.7777777777777778,4,1.0,39,3744
20,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.55,0.6904108616416211,0.35311871227364183,894.2305921454999,0.265491452991453,994,643,351,33,10,23,0.5920810313075506,1622.66880664325,728.4382144977499,0.696969696969697,4,1.0,39,3744
21,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.575,0.6904108616416211,0.3438177874186551,827.7003786467501,0.24626068376068377,922,605,317,31,9,22,0.5570902394106814,1500.20210639475,672.5017277479999,0.7096774193548387,4,1.0,39,3744
22,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.6,0.6904108616416211,0.33490566037735847,774.3421931055,0.2264957264957265,848,564,284,27,8,19,0.5193370165745856,1383.03615093075,608.69395782525,0.7037037037037037,4,1.0,39,3744
23,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.625,0.6904108616416211,0.3251612903225806,721.324730631,0.20699786324786323,775,523,252,22,8,14,0.48158379373848986,1262.67264642775,541.3479157967499,0.6363636363636364,4,1.0,39,3744
24,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.65,0.6904108616416211,0.3169705469845722,673.4701621444999,0.19043803418803418,713,487,226,20,6,14,0.44843462246777166,1143.0457391517498,469.57557700725,0.7,4,1.0,39,3744
25,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.675,0.6904108616416211,0.3151515151515151,626.763150241,0.1762820512820513,660,452,208,17,6,11,0.4162062615101289,1054.0610950362498,427.2979447952499,0.6470588235294118,4,1.0,39,3744
26,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.7,0.6904108616416211,0.31129032258064515,582.4456121277501,0.1655982905982906,620,427,193,15,4,11,0.39318600368324125,976.7867453844999,394.34113325675,0.7333333333333333,4,1.0,39,3744
27,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.725,0.6904108616416211,0.2975778546712803,530.1458363275,0.1543803418803419,578,406,172,14,4,10,0.3738489871086556,888.9386072965,358.79277096899995,0.7142857142857143,4,1.0,39,3744
28,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.75,0.6904108616416211,0.2937853107344633,472.91523972075,0.14182692307692307,531,375,156,14,6,8,0.3453038674033149,788.4666116509999,315.55137193024996,0.5714285714285714,4,1.0,39,3744
29,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.775,0.6904108616416211,0.2797494780793319,421.12029900075004,0.12793803418803418,479,345,134,14,6,8,0.31767955801104975,683.51387441975,262.393575419,0.5714285714285714,4,1.0,39,3744
30,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.8,0.6904108616416211,0.26823529411764707,363.454339271,0.11351495726495726,425,311,114,14,6,8,0.2863720073664825,585.47959594125,222.02525667025,0.5714285714285714,4,1.0,39,3744
31,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.825,0.6904108616416211,0.24653739612188366,306.367586023,0.09642094017094018,361,272,89,14,6,8,0.2504604051565378,476.08170967925,169.71412365625,0.5714285714285714,4,1.0,39,3744
32,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.85,0.6904108616416211,0.1992619926199262,220.742866827,0.07238247863247864,271,217,54,13,8,5,0.1998158379373849,321.22054688475,100.47768005774999,0.38461538461538464,4,1.0,39,3744
33,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.875,0.6904108616416211,0.15294117647058825,105.3695938015,0.045405982905982904,170,144,26,8,6,2,0.13259668508287292,165.45441969400002,60.08482589250001,0.25,4,1.0,39,3744
34,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.9,0.6904108616416211,0.02197802197802198,49.68679439649999,0.024305555555555556,91,89,2,4,3,1,0.08195211786372007,49.78679439649999,0.1,0.25,4,1.0,39,3744
35,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.925,0.6904108616416211,0.0,32.52706228325,0.015224358974358974,57,57,0,3,3,0,0.052486187845303865,32.52706228325,0.0,0.0,4,1.0,39,3744
36,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.0,1.0,1,0.95,0.6904108616416211,0.0,15.751055392999998,0.006944444444444444,26,26,0,2,2,0,0.02394106813996317,15.751055392999998,0.0,0.0,4,1.0,39,3744
37,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.05,0.6954072333684548,0.6519590540063537,1614.71146587675,0.7566773504273504,2833,986,1847,62,2,60,0.9079189686924494,6392.24185390075,4777.530388024001,0.967741935483871,4,1.0,39,3744
38,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.075,0.6954072333684548,0.6183385579937304,1581.28126542725,0.6816239316239316,2552,974,1578,65,2,63,0.8968692449355433,5582.33009562775,4001.0488302005,0.9692307692307692,4,1.0,39,3744
39,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.1,0.6954072333684548,0.5913338997451147,1562.7671261065002,0.6287393162393162,2354,962,1392,66,3,63,0.8858195211786372,5049.141605107499,3486.3744790009996,0.9545454545454546,4,1.0,39,3744
40,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.125,0.6954072333684548,0.5622397038408145,1540.1974524935,0.5771901709401709,2161,946,1215,63,3,60,0.8710865561694291,4537.548773221,2997.3513207275,0.9523809523809523,4,1.0,39,3744
41,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.15,0.6954072333684548,0.5407005426739023,1521.1204999105003,0.5413995726495726,2027,931,1096,52,1,51,0.8572744014732965,4228.12374597625,2707.00324606575,0.9807692307692307,4,1.0,39,3744
42,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.175,0.6954072333684548,0.5283018867924528,1520.5904999105,0.5237713675213675,1961,925,1036,46,0,46,0.8517495395948435,4091.26796567325,2570.67746576275,1.0,4,1.0,39,3744
43,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.2,0.6954072333684548,0.5170246202200105,1518.70003938425,0.5098824786324786,1909,922,987,41,0,41,0.848987108655617,3966.9106574609996,2448.2106180767496,1.0,4,1.0,39,3744
44,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.225,0.6954072333684548,0.5074946466809421,1518.11800813425,0.49893162393162394,1868,920,948,41,0,41,0.8471454880294659,3843.11948870125,2325.001480567,1.0,4,1.0,39,3744
45,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.25,0.6954072333684548,0.49448732083792724,1512.9811649975002,0.484508547008547,1814,917,897,44,0,44,0.8443830570902394,3710.7652076822496,2197.7840426847497,1.0,4,1.0,39,3744
46,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.275,0.6954072333684548,0.47761194029850745,1498.7041763275001,0.4652777777777778,1742,910,832,45,0,45,0.8379373848987108,3520.3859859147497,2021.68180958725,1.0,4,1.0,39,3744
47,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.3,0.6954072333684548,0.46055825242718446,1473.05913289775,0.44017094017094016,1648,889,759,45,1,44,0.8186003683241252,3289.4037200262496,1816.3445871285,0.9777777777777777,4,1.0,39,3744
48,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.325,0.6954072333684548,0.4431023521932613,1444.80445542075,0.4201388888888889,1573,876,697,44,1,43,0.8066298342541437,3076.56277401275,1631.7583185919998,0.9772727272727273,4,1.0,39,3744
49,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.35,0.6954072333684548,0.42800265428002654,1418.4966485855,0.4025106837606838,1507,862,645,42,1,41,0.7937384898710865,2912.9626877879996,1494.4660392024998,0.9761904761904762,4,1.0,39,3744
50,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.375,0.6954072333684548,0.4150552486187845,1385.47045258875,0.38675213675213677,1448,847,601,41,1,40,0.7799263351749539,2762.2751021090003,1376.80464952025,0.975609756097561,4,1.0,39,3744
51,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.4,0.6954072333684548,0.4077530509691314,1345.711945869,0.3720619658119658,1393,825,568,42,2,40,0.7596685082872928,2629.0964840525,1283.3845381835,0.9523809523809523,4,1.0,39,3744
52,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.425,0.6954072333684548,0.3968492123030758,1301.7489706985,0.3560363247863248,1333,804,529,42,4,38,0.7403314917127072,2477.746155815,1175.9971851165,0.9047619047619048,4,1.0,39,3744
53,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.45,0.6954072333684548,0.3886292834890966,1253.46627131875,0.34294871794871795,1284,785,499,42,5,37,0.7228360957642725,2367.6709293374997,1114.2046580187498,0.8809523809523809,4,1.0,39,3744
54,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.475,0.6954072333684548,0.37981952420016407,1189.1382658195,0.32558760683760685,1219,756,463,41,6,35,0.6961325966850829,2210.887483239,1021.7492174194999,0.8536585365853658,4,1.0,39,3744
55,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.5,0.6954072333684548,0.36796536796536794,1106.28295761725,0.30849358974358976,1155,730,425,41,7,34,0.6721915285451197,2025.8158471289998,919.53288951175,0.8292682926829268,4,1.0,39,3744
56,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.525,0.6954072333684548,0.35681610247026535,1032.61515003675,0.2919337606837607,1093,703,390,41,11,30,0.647329650092081,1862.2447172285001,829.62956719175,0.7317073170731707,4,1.0,39,3744
57,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.55,0.6954072333684548,0.3422090729783038,954.7328095615,0.2708333333333333,1014,667,347,35,12,23,0.6141804788213628,1671.2735080325,716.540698471,0.6571428571428571,4,1.0,39,3744
58,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.575,0.6954072333684548,0.3382978723404255,855.672071717,0.25106837606837606,940,622,318,33,10,23,0.572744014732965,1522.62778458425,666.95571286725,0.696969696969697,4,1.0,39,3744
59,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.6,0.6954072333684548,0.33256880733944955,800.25143340125,0.2329059829059829,872,582,290,30,11,19,0.5359116022099447,1419.76880092825,619.517367527,0.6333333333333333,4,1.0,39,3744
60,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.625,0.6954072333684548,0.32954545454545453,730.5050286107501,0.21153846153846154,792,531,261,23,7,16,0.4889502762430939,1281.3929140585,550.88788544775,0.6956521739130435,4,1.0,39,3744
61,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.65,0.6954072333684548,0.3125,692.3656244712499,0.19230769230769232,720,495,225,20,6,14,0.4558011049723757,1166.78572865675,474.4201041855,0.7,4,1.0,39,3744
62,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.675,0.6954072333684548,0.3119402985074627,645.86608852425,0.17895299145299146,670,461,209,18,6,12,0.4244935543278085,1082.5988562345,436.7327677102501,0.6666666666666666,4,1.0,39,3744
63,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.7,0.6954072333684548,0.3069466882067851,583.952985493,0.16533119658119658,619,429,190,15,4,11,0.39502762430939226,976.3445354164999,392.3915499235,0.7333333333333333,4,1.0,39,3744
64,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.725,0.6954072333684548,0.29238754325259514,547.6884093462501,0.1543803418803419,578,409,169,14,5,9,0.3766114180478821,902.399208093,354.71079874675,0.6428571428571429,4,1.0,39,3744
65,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.75,0.6954072333684548,0.2894736842105263,488.5164246485,0.1420940170940171,532,378,154,14,6,8,0.34806629834254144,808.03228935575,319.51586470725,0.5714285714285714,4,1.0,39,3744
66,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.775,0.6954072333684548,0.2773109243697479,434.6423133135,0.12713675213675213,476,344,132,14,6,8,0.31675874769797424,702.255620146,267.6133068325,0.5714285714285714,4,1.0,39,3744
67,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.8,0.6954072333684548,0.2644230769230769,382.79485633675,0.1111111111111111,416,306,110,14,6,8,0.281767955801105,601.5391769944999,218.74432065775,0.5714285714285714,4,1.0,39,3744
68,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.825,0.6954072333684548,0.2334293948126801,320.93596783975,0.09268162393162394,347,266,81,14,6,8,0.24493554327808473,482.235733858,161.29976601825,0.5714285714285714,4,1.0,39,3744
69,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.85,0.6954072333684548,0.19117647058823528,237.8746217635,0.07264957264957266,272,220,52,13,7,6,0.20257826887661143,348.3787542015,110.504132438,0.46153846153846156,4,1.0,39,3744
70,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.875,0.6954072333684548,0.12574850299401197,113.1132049135,0.044604700854700856,167,146,21,8,6,2,0.13443830570902393,158.53130461525,45.41809970175,0.25,4,1.0,39,3744
71,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.9,0.6954072333684548,0.0,48.38026661749999,0.022702991452991452,85,85,0,4,4,0,0.07826887661141804,48.38026661749999,0.0,0.0,4,1.0,39,3744
72,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.925,0.6954072333684548,0.0,28.2235206165,0.013087606837606838,49,49,0,3,3,0,0.04511970534069982,28.2235206165,0.0,0.0,4,1.0,39,3744
73,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.05,0.95,2,0.95,0.6954072333684548,0.0,14.78538872625,0.005876068376068376,22,22,0,2,2,0,0.020257826887661142,14.78538872625,0.0,0.0,4,1.0,39,3744
74,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.05,0.6996250147714265,0.652327221438646,1614.71146587675,0.7574786324786325,2836,986,1850,62,2,60,0.9079189686924494,6416.51650038475,4801.805034508001,0.967741935483871,4,1.0,39,3744
75,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.075,0.6996250147714265,0.6188620420888542,1588.94711834075,0.6853632478632479,2566,978,1588,65,2,63,0.9005524861878453,5622.6408794217505,4033.6937610810005,0.9692307692307692,4,1.0,39,3744
76,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.1,0.6996250147714265,0.5902688860435339,1561.7893136065,0.625801282051282,2343,960,1383,66,3,63,0.8839779005524862,5037.083575658749,3475.29426205225,0.9545454545454546,4,1.0,39,3744
77,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.125,0.6996250147714265,0.5645161290322581,1535.3527649935,0.5795940170940171,2170,945,1225,64,3,61,0.8701657458563536,4573.8291142315,3038.476349238,0.953125,4,1.0,39,3744
78,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.15,0.6996250147714265,0.5429553264604811,1521.1204999105003,0.5440705128205128,2037,931,1106,53,1,52,0.8572744014732965,4266.22542348075,2745.10492357025,0.9811320754716981,4,1.0,39,3744
79,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.175,0.6996250147714265,0.5292919001528273,1520.4467499105,0.5243055555555556,1963,924,1039,47,0,47,0.850828729281768,4097.866844784499,2577.420094874,1.0,4,1.0,39,3744
80,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.2,0.6996250147714265,0.5139694254085398,1518.70003938425,0.5066773504273504,1897,922,975,41,0,41,0.848987108655617,3936.6213906532503,2417.921351269,1.0,4,1.0,39,3744
81,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.225,0.6996250147714265,0.5045772751750135,1518.11800813425,0.49599358974358976,1857,920,937,41,0,41,0.8471454880294659,3797.0968612745,2278.97885314025,1.0,4,1.0,39,3744
82,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.25,0.6996250147714265,0.49223085460599336,1507.8636842275,0.4813034188034188,1802,915,887,44,0,44,0.8425414364640884,3680.8772022680005,2173.0135180405,1.0,4,1.0,39,3744
83,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.275,0.6996250147714265,0.4740184757505774,1503.091186562,0.46260683760683763,1732,911,821,43,0,43,0.8388581952117864,3511.449677099,2008.3584905369999,1.0,4,1.0,39,3744
84,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.3,0.6996250147714265,0.45691747572815533,1490.5157421274998,0.44017094017094016,1648,895,753,45,1,44,0.8241252302025782,3297.733330678,1807.2175885504998,0.9777777777777777,4,1.0,39,3744
85,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.325,0.6996250147714265,0.4409700063816209,1448.9700855365,0.4185363247863248,1567,876,691,42,1,41,0.8066298342541437,3066.03111246475,1617.0610269282502,0.9761904761904762,4,1.0,39,3744
86,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.35,0.6996250147714265,0.42762284196547146,1414.216306171,0.40224358974358976,1506,862,644,42,1,41,0.7937384898710865,2906.785635288,1492.569329117,0.9761904761904762,4,1.0,39,3744
87,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.375,0.6996250147714265,0.4135546334716459,1390.83524367175,0.38621794871794873,1446,848,598,41,1,40,0.7808471454880295,2770.621436992,1379.78619332025,0.975609756097561,4,1.0,39,3744
88,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.4,0.6996250147714265,0.40534682080924855,1343.95098481975,0.3696581196581197,1384,823,561,42,3,39,0.7578268876611418,2623.730407492,1279.77942267225,0.9285714285714286,4,1.0,39,3744
89,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.425,0.6996250147714265,0.3954887218045113,1301.10238455225,0.35523504273504275,1330,804,526,42,5,37,0.7403314917127072,2485.7446160497498,1184.6422314975,0.8809523809523809,4,1.0,39,3744
90,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.45,0.6996250147714265,0.38630999213217937,1250.6387117945,0.33947649572649574,1271,780,491,41,4,37,0.7182320441988951,2348.1583927035,1097.519680909,0.9024390243902439,4,1.0,39,3744
