grid_order,selection_split,forecast_metric_scope,policy_metric_scope,seasonal_weight,lightgbm_weight,transformer_weight,nonzero_components,threshold,validation_empty_auprc,validation_occupancy_conflict_rate,validation_safe_opportunity_kwh,recommendation_coverage,recommended_intervals,safe_intervals,conflict_intervals,recommended_windows,safe_windows,conflict_windows,validation_empty_recall,validation_gross_opportunity_kwh,validation_conflict_opportunity_kwh,window_conflict_rate,minimum_window_steps,minimum_window_hours,daily_schedules,total_intervals
7327,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.075,0.7129920977865016,0.6298299845440495,1561.8919720752501,0.6912393162393162,2588,958,1630,66,3,63,0.8821362799263351,5784.57890293475,4222.6869308595,0.9545454545454546,4,1.0,39,3744
7328,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.1,0.7129920977865016,0.5967951494153313,1527.08935209225,0.6167200854700855,2309,931,1378,84,3,81,0.8572744014732965,5076.6527074040005,3549.5633553117495,0.9642857142857143,4,1.0,39,3744
7329,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.125,0.7129920977865016,0.5679308689390302,1490.27191969925,0.5563568376068376,2083,900,1183,72,2,70,0.8287292817679558,4498.30644381975,3008.0345241205005,0.9722222222222222,4,1.0,39,3744
7330,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.15,0.7129920977865016,0.548586118251928,1451.25201877275,0.5194978632478633,1945,878,1067,60,2,58,0.8084714548802947,4122.6061185265,2671.35409975375,0.9666666666666667,4,1.0,39,3744
7331,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.175,0.7129920977865016,0.5263730288200109,1445.35904491575,0.4911858974358974,1839,871,968,48,2,46,0.8020257826887661,3844.3543833747503,2398.995338459,0.9583333333333334,4,1.0,39,3744
7332,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.2,0.7129920977865016,0.5195246179966044,1411.32410032975,0.4719551282051282,1767,849,918,42,1,41,0.7817679558011049,3700.13918459825,2288.8150842685,0.9761904761904762,4,1.0,39,3744
7333,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.225,0.7129920977865016,0.5149597238204833,1398.9076199355002,0.4642094017094017,1738,843,895,41,1,40,0.7762430939226519,3657.72959647275,2258.8219765372496,0.975609756097561,4,1.0,39,3744
7334,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.25,0.7129920977865016,0.5128504672897196,1381.98174661325,0.45726495726495725,1712,834,878,43,1,42,0.7679558011049724,3604.5056718427504,2222.5239252295,0.9767441860465116,4,1.0,39,3744
7335,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.275,0.7129920977865016,0.5047961630695443,1377.20462359725,0.44551282051282054,1668,826,842,46,2,44,0.7605893186003683,3505.89503628425,2128.690412687,0.9565217391304348,4,1.0,39,3744
7336,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.3,0.7129920977865016,0.4906716417910448,1366.5006474055,0.42948717948717946,1608,819,789,47,4,43,0.7541436464088398,3376.7790335105,2010.2783861049998,0.9148936170212766,4,1.0,39,3744
7337,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.325,0.7129920977865016,0.46292585170340683,1353.1432478945,0.3998397435897436,1497,804,693,48,5,43,0.7403314917127072,3088.30773340725,1735.16448551275,0.8958333333333334,4,1.0,39,3744
7338,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.35,0.7129920977865016,0.4333810888252149,1330.5621522385002,0.37286324786324787,1396,791,605,42,7,35,0.7283609576427256,2846.8601661597504,1516.29801392125,0.8333333333333334,4,1.0,39,3744
7339,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.375,0.7129920977865016,0.41974378296910325,1296.307681347,0.3544337606837607,1327,770,557,40,11,29,0.7090239410681399,2706.663575507,1410.35589416,0.725,4,1.0,39,3744
7340,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.4,0.7129920977865016,0.4161490683229814,1269.2648350987502,0.344017094017094,1288,752,536,40,11,29,0.6924493554327809,2648.85049453625,1379.5856594375,0.725,4,1.0,39,3744
7341,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.425,0.7129920977865016,0.41134751773049644,1262.9381144517502,0.3389423076923077,1269,747,522,41,12,29,0.6878453038674033,2605.83659340275,1342.898478951,0.7073170731707317,4,1.0,39,3744
7342,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.45,0.7129920977865016,0.40258690379951495,1256.8082043215,0.33039529914529914,1237,739,498,41,12,29,0.6804788213627992,2537.25573475975,1280.4475304382497,0.7073170731707317,4,1.0,39,3744
7343,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.475,0.7129920977865016,0.38706968933669184,1231.35133714,0.31810897435897434,1191,730,461,43,13,30,0.6721915285451197,2395.2376440662497,1163.88630692625,0.6976744186046512,4,1.0,39,3744
7344,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.5,0.7129920977865016,0.37576821773485514,1178.06649018275,0.30422008547008544,1139,711,428,42,13,29,0.6546961325966851,2235.97303115225,1057.9065409695,0.6904761904761905,4,1.0,39,3744
7345,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.525,0.7129920977865016,0.34872761545711595,1134.1899055712502,0.28338675213675213,1061,691,370,42,13,29,0.6362799263351749,2060.0687196299996,925.8788140587499,0.6904761904761905,4,1.0,39,3744
7346,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.55,0.7129920977865016,0.3330029732408325,1102.53184487525,0.26949786324786323,1009,673,336,42,14,28,0.6197053406998159,1916.3295814837497,813.7977366085,0.6666666666666666,4,1.0,39,3744
7347,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.575,0.7129920977865016,0.29978586723768735,1064.569488759,0.24946581196581197,934,654,280,43,18,25,0.6022099447513812,1717.4140834195,652.8445946605,0.5813953488372093,4,1.0,39,3744
7348,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.6,0.7129920977865016,0.29086809470124014,1030.59742845025,0.23691239316239315,887,629,258,41,20,21,0.5791896869244936,1658.2118964932502,627.614468043,0.5121951219512195,4,1.0,39,3744
7349,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.625,0.7129920977865016,0.287369640787949,1017.23169818575,0.23050213675213677,863,615,248,46,23,23,0.5662983425414365,1613.22487931475,595.993181129,0.5,4,1.0,39,3744
7350,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.65,0.7129920977865016,0.2848258706467662,991.107727973,0.21474358974358973,804,575,229,47,23,24,0.5294659300184162,1514.2212213925,523.1134934195001,0.5106382978723404,4,1.0,39,3744
7351,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.675,0.7129920977865016,0.2479892761394102,960.8999009055001,0.19925213675213677,746,561,185,49,25,24,0.5165745856353591,1381.44462385775,420.54472295225,0.4897959183673469,4,1.0,39,3744
7352,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.7,0.7129920977865016,0.19718309859154928,873.042184721,0.17067307692307693,639,513,126,44,24,20,0.4723756906077348,1168.84939091625,295.80720619525,0.45454545454545453,4,1.0,39,3744
7353,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.725,0.7129920977865016,0.17094017094017094,808.71332943325,0.15625,585,485,100,39,24,15,0.44659300184162065,1051.7532454237498,243.03991599050002,0.38461538461538464,4,1.0,39,3744
7354,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.75,0.7129920977865016,0.15459882583170254,700.813307958,0.13648504273504272,511,432,79,39,25,14,0.39779005524861877,885.24148065975,184.42817270175,0.358974358974359,4,1.0,39,3744
7355,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.775,0.7129920977865016,0.12747252747252746,636.4100812185,0.12152777777777778,455,397,58,36,25,11,0.36556169429097607,768.18302530525,131.77294408675,0.3055555555555556,4,1.0,39,3744
7356,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.8,0.7129920977865016,0.11989100817438691,535.9126397392499,0.09802350427350427,367,323,44,32,25,7,0.2974217311233886,637.0274089674999,101.11476922825001,0.21875,4,1.0,39,3744
7357,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.825,0.7129920977865016,0.0945945945945946,402.62503378325,0.07905982905982906,296,268,28,25,21,4,0.24677716390423574,456.77654940375004,54.15151562050001,0.16,4,1.0,39,3744
7358,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.85,0.7129920977865016,0.09210526315789473,304.908590975,0.060897435897435896,228,207,21,15,13,2,0.19060773480662985,354.45074127025,49.54215029525,0.13333333333333333,4,1.0,39,3744
7359,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.875,0.7129920977865016,0.09852216748768473,277.47894185424997,0.05422008547008547,203,183,20,13,11,2,0.1685082872928177,323.99484214949996,46.51590029525,0.15384615384615385,4,1.0,39,3744
7360,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.9,0.7129920977865016,0.0935672514619883,243.06344493774998,0.04567307692307692,171,155,16,13,11,2,0.1427255985267035,277.2693244005,34.205879462750005,0.15384615384615385,4,1.0,39,3744
7361,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.925,0.7129920977865016,0.05102040816326531,130.72004735324998,0.026175213675213676,98,93,5,12,11,1,0.0856353591160221,137.01482413825,6.294776785,0.08333333333333333,4,1.0,39,3744
7362,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.15,0.2,3,0.95,0.7129920977865016,0.0,6.329824561499999,0.002938034188034188,11,11,0,2,2,0,0.010128913443830571,6.329824561499999,0.0,0.0,4,1.0,39,3744
7363,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.05,0.7118517560835406,0.6477024070021882,1577.8138989532501,0.7323717948717948,2742,966,1776,60,3,57,0.8895027624309392,6250.343783483,4672.52988452975,0.95,4,1.0,39,3744
7364,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.075,0.7118517560835406,0.62890625,1553.1456747425,0.6837606837606838,2560,950,1610,69,3,66,0.8747697974217311,5725.0033386472505,4171.85766390475,0.9565217391304348,4,1.0,39,3744
7365,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.1,0.7118517560835406,0.598786828422877,1520.95704945975,0.6164529914529915,2308,926,1382,82,3,79,0.852670349907919,5081.7531691975,3560.79611973775,0.9634146341463414,4,1.0,39,3744
7366,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.125,0.7118517560835406,0.5703385789222699,1486.04091092725,0.5600961538461539,2097,901,1196,74,2,72,0.8296500920810314,4569.2332317535,3083.19232082625,0.972972972972973,4,1.0,39,3744
7367,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.15,0.7118517560835406,0.5489492567913891,1457.990039606,0.5211004273504274,1951,880,1071,61,2,59,0.8103130755064457,4155.742486595751,2697.75244698975,0.9672131147540983,4,1.0,39,3744
7368,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.175,0.7118517560835406,0.528169014084507,1445.3382115825002,0.4930555555555556,1846,871,975,50,2,48,0.8020257826887661,3887.93668421475,2442.59847263225,0.96,4,1.0,39,3744
7369,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.2,0.7118517560835406,0.5187287173666288,1408.03860032975,0.4706196581196581,1762,848,914,42,1,41,0.7808471454880295,3694.3840580515,2286.34545772175,0.9761904761904762,4,1.0,39,3744
7370,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.225,0.7118517560835406,0.5150289017341041,1396.5683143800002,0.4620726495726496,1730,839,891,41,1,40,0.7725598526703499,3644.97306965,2248.40475527,0.975609756097561,4,1.0,39,3744
7371,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.25,0.7118517560835406,0.5126396237507349,1381.54980216875,0.4543269230769231,1701,829,872,43,2,41,0.7633517495395948,3584.7974613730003,2203.24765920425,0.9534883720930233,4,1.0,39,3744
7372,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.275,0.7118517560835406,0.5009063444108761,1377.20462359725,0.4420405982905983,1655,826,829,46,2,44,0.7605893186003683,3473.401812364,2096.19718876675,0.9565217391304348,4,1.0,39,3744
7373,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.3,0.7118517560835406,0.47994907702100575,1358.1896474055002,0.41960470085470086,1571,817,754,49,4,45,0.7523020257826888,3271.460121612,1913.2704742064998,0.9183673469387755,4,1.0,39,3744
7374,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.325,0.7118517560835406,0.4473503097040606,1347.98637487775,0.38808760683760685,1453,803,650,47,6,41,0.7394106813996317,2976.3453804029996,1628.3590055252498,0.8723404255319149,4,1.0,39,3744
7375,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.35,0.7118517560835406,0.4289876183539694,1316.7029907310002,0.36672008547008544,1373,784,589,41,9,32,0.7219152854511971,2812.6457703772503,1495.9427796462498,0.7804878048780488,4,1.0,39,3744
7376,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.375,0.7118517560835406,0.41762452107279696,1290.4722217937501,0.3485576923076923,1305,760,545,39,11,28,0.6998158379373849,2694.5330643667503,1404.0608425730002,0.717948717948718,4,1.0,39,3744
7377,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.4,0.7118517560835406,0.41647241647241645,1269.23983509875,0.34375,1287,751,536,40,12,28,0.6915285451197053,2654.0236756517497,1384.7838405530001,0.7,4,1.0,39,3744
7378,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.425,0.7118517560835406,0.4116719242902208,1262.91311445175,0.3386752136752137,1268,746,522,41,12,29,0.6869244935543278,2605.81159340275,1342.898478951,0.7073170731707317,4,1.0,39,3744
7379,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.45,0.7118517560835406,0.40306946688206785,1256.8082043215,0.33066239316239315,1238,739,499,41,12,29,0.6804788213627992,2550.7668657097497,1293.9586613882498,0.7073170731707317,4,1.0,39,3744
7380,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.475,0.7118517560835406,0.38884263114071604,1244.408500881,0.32077991452991456,1201,734,467,42,13,29,0.6758747697974218,2431.075410867,1186.666909986,0.6904761904761905,4,1.0,39,3744
7381,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.5,0.7118517560835406,0.36557231588287487,1192.34738199275,0.30101495726495725,1127,715,412,41,12,29,0.6583793738489871,2244.3346165845,1051.98723459175,0.7073170731707317,4,1.0,39,3744
7382,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.525,0.7118517560835406,0.3458294283036551,1158.214780572,0.2849893162393162,1067,698,369,41,15,26,0.6427255985267035,2096.30282652175,938.08804594975,0.6341463414634146,4,1.0,39,3744
7383,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.55,0.7118517560835406,0.31931931931931934,1113.424862547,0.2668269230769231,999,680,319,43,16,27,0.6261510128913443,1892.0993974389999,778.6745348919999,0.627906976744186,4,1.0,39,3744
7384,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.575,0.7118517560835406,0.30448717948717946,1073.83838479625,0.25,936,651,285,43,19,24,0.5994475138121547,1771.6720179817498,697.8336331854999,0.5581395348837209,4,1.0,39,3744
7385,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.6,0.7118517560835406,0.29491525423728815,1040.7114788075,0.23637820512820512,885,624,261,44,22,22,0.574585635359116,1670.52277981825,629.8113010107501,0.5,4,1.0,39,3744
7386,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.625,0.7118517560835406,0.29558998808104886,1015.3572610512501,0.22409188034188035,839,591,248,45,22,23,0.5441988950276243,1611.35044218025,595.993181129,0.5111111111111111,4,1.0,39,3744
7387,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.65,0.7118517560835406,0.2744599745870394,990.9977279730001,0.21020299145299146,787,571,216,46,23,23,0.5257826887661142,1499.8822318097498,508.88450383675,0.5,4,1.0,39,3744
7388,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.675,0.7118517560835406,0.26595744680851063,964.2667393982501,0.20085470085470086,752,552,200,44,22,22,0.5082872928176796,1434.79629482275,470.5295554245,0.5,4,1.0,39,3744
7389,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.7,0.7118517560835406,0.21954887218045113,918.0316192045001,0.17761752136752137,665,519,146,47,23,24,0.47790055248618785,1234.55005524325,316.51843603875,0.5106382978723404,4,1.0,39,3744
7390,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.725,0.7118517560835406,0.17281879194630873,845.58884011125,0.15918803418803418,596,493,103,40,24,16,0.4539594843462247,1100.59824568425,255.009405573,0.4,4,1.0,39,3744
7391,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.75,0.7118517560835406,0.15485074626865672,758.9202645005,0.14316239316239315,536,453,83,39,25,14,0.4171270718232044,955.52227053475,196.60200603424997,0.358974358974359,4,1.0,39,3744
7392,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.775,0.7118517560835406,0.13541666666666666,679.385140743,0.1282051282051282,480,415,65,38,26,12,0.3821362799263352,831.1767621637499,151.79162142075,0.3157894736842105,4,1.0,39,3744
7393,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.8,0.7118517560835406,0.12039312039312039,578.89728255925,0.10870726495726496,407,358,49,35,27,8,0.3296500920810313,693.6959558120001,114.79867325275,0.22857142857142856,4,1.0,39,3744
7394,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.825,0.7118517560835406,0.11926605504587157,459.072779562,0.08733974358974358,327,288,39,31,24,7,0.26519337016574585,546.1347675402501,87.06198797825,0.22580645161290322,4,1.0,39,3744
7395,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.85,0.7118517560835406,0.10810810810810811,326.83670208624994,0.06917735042735043,259,231,28,20,16,4,0.212707182320442,380.98821770675,54.15151562050001,0.2,4,1.0,39,3744
7396,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.875,0.7118517560835406,0.0995260663507109,289.54294769974996,0.05635683760683761,211,190,21,13,11,2,0.17495395948434622,339.08509799499996,49.54215029525,0.15384615384615385,4,1.0,39,3744
7397,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.9,0.7118517560835406,0.09714285714285714,244.46011160449999,0.04674145299145299,175,158,17,13,11,2,0.14548802946593,282.73261606725,38.27250446275,0.15384615384615385,4,1.0,39,3744
7398,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.925,0.7118517560835406,0.1,189.26314707824997,0.034722222222222224,130,117,13,11,9,2,0.10773480662983426,217.839922376,28.57677529775,0.18181818181818182,4,1.0,39,3744
7399,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.2,0.15,3,0.95,0.7118517560835406,0.0,19.27497806975,0.004273504273504274,16,16,0,3,3,0,0.014732965009208104,19.27497806975,0.0,0.0,4,1.0,39,3744
7400,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.05,0.7106292434391307,0.6475980931426476,1571.2194197865,0.7283653846153846,2727,961,1766,61,3,58,0.8848987108655617,6213.3293733965,4642.10995361,0.9508196721311475,4,1.0,39,3744
7401,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.075,0.7106292434391307,0.6300829056454796,1532.27047467325,0.6765491452991453,2533,937,1596,65,2,63,0.8627992633517495,5668.1661504235,4135.89567575025,0.9692307692307692,4,1.0,39,3744
7402,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.1,0.7106292434391307,0.5996533795493935,1512.1010406882501,0.6164529914529915,2308,924,1384,79,2,77,0.850828729281768,5063.78657938875,3551.6855387005,0.9746835443037974,4,1.0,39,3744
7403,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.125,0.7106292434391307,0.5698772426817753,1493.2654468755,0.5657051282051282,2118,911,1207,72,2,70,0.8388581952117864,4638.05441120725,3144.78896433175,0.9722222222222222,4,1.0,39,3744
7404,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.15,0.7106292434391307,0.5482051282051282,1457.960039606,0.5208333333333334,1950,881,1069,60,2,58,0.8112338858195212,4160.612005884001,2702.651966278,0.9666666666666667,4,1.0,39,3744
7405,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.175,0.7106292434391307,0.5330823023130715,1444.79807269375,0.4965277777777778,1859,868,991,52,2,50,0.7992633517495396,3947.0412559425,2502.24318324875,0.9615384615384616,4,1.0,39,3744
7406,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.2,0.7106292434391307,0.5188141391106044,1407.93860032975,0.468482905982906,1754,844,910,42,1,41,0.7771639042357275,3688.11305805075,2280.174457721,0.9761904761904762,4,1.0,39,3744
7407,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.225,0.7106292434391307,0.5159976730657359,1386.9681156615002,0.45913461538461536,1719,832,887,42,1,41,0.7661141804788214,3622.7541242265,2235.786008565,0.9761904761904762,4,1.0,39,3744
7408,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.25,0.7106292434391307,0.5103734439834025,1377.20462359725,0.45058760683760685,1687,826,861,43,2,41,0.7605893186003683,3546.4312770310003,2169.22665343375,0.9534883720930233,4,1.0,39,3744
7409,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.275,0.7106292434391307,0.4953959484346225,1367.1289569305,0.43509615384615385,1629,822,807,46,2,44,0.7569060773480663,3417.3763581007497,2050.2474011702498,0.9565217391304348,4,1.0,39,3744
7410,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.3,0.7106292434391307,0.4699738903394256,1357.1494946277498,0.4091880341880342,1532,812,720,50,6,44,0.7476979742173112,3178.1776369795,1821.02814235175,0.88,4,1.0,39,3744
7411,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.325,0.7106292434391307,0.43736730360934184,1338.337067173,0.37740384615384615,1413,795,618,46,9,37,0.7320441988950276,2908.1498794522504,1569.81281227925,0.8043478260869565,4,1.0,39,3744
7412,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.35,0.7106292434391307,0.4223372781065089,1311.76538734625,0.3611111111111111,1352,781,571,44,11,33,0.7191528545119705,2784.1211454312497,1472.3557580850002,0.75,4,1.0,39,3744
7413,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.375,0.7106292434391307,0.41883614088820825,1284.6350348320002,0.3488247863247863,1306,759,547,39,12,27,0.6988950276243094,2696.15639126675,1411.52135643475,0.6923076923076923,4,1.0,39,3744
7414,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.4,0.7106292434391307,0.4178988326848249,1266.8577197142502,0.34321581196581197,1285,748,537,40,12,28,0.6887661141804788,2662.0552397775,1395.19752006325,0.7,4,1.0,39,3744
7415,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.425,0.7106292434391307,0.41338582677165353,1262.06473209875,0.3392094017094017,1270,745,525,39,12,27,0.6860036832412523,2627.130065059,1365.06533296025,0.6923076923076923,4,1.0,39,3744
7416,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.65,0.25,0.1,3,0.45,0.7106292434391307,0.40483870967741936,1252.608750881,0.3311965811965812,1240,738,502,43,13,30,0.6795580110497238,2557.7152744745,1305.1065235934998,0.6976744186046512,4,1.0,39,3744
