model,policy,empty_probability_threshold,stable_empty_min_steps,recommendation_rate,occupancy_conflict_rate,standard_fpr_occupied_denominator,missed_opportunity_rate,empty_window_precision,empty_window_recall,recommendation_count,occupancy_conflict_count,safe_shiftable_load_opportunity_kwh,gross_shiftable_load_opportunity_kwh,raw_recommended_controllable_kwh,conflict_controllable_kwh,available_empty_controllable_kwh,safe_energy_capture_rate,safe_recommended_intervals,split,daily_anchor_count,pareto_frontier
LightGBM,test_daily_threshold_sweep,0.45,4,0.2805232558139535,0.2417962003454231,0.0939282120093928,0.2345248474280732,0.7582037996545768,0.7654751525719268,1158,280,1747.664794921875,2303.71435546875,2303.71435546875,556.049560546875,2296.60400390625,0.7609778577191825,878,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.425,4,0.2916666666666667,0.2491694352159468,0.1006373700100637,0.2118570183086312,0.7508305647840532,0.7881429816913688,1204,300,1801.2275390625,2375.697021484375,2375.697021484375,574.4693603515625,2296.60400390625,0.7843004436110128,904,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.4,4,0.3018410852713178,0.2608346709470305,0.1090238175109023,0.1970357454228422,0.7391653290529695,0.8029642545771578,1246,325,1825.9495849609375,2456.689453125,2456.689453125,630.740234375,2296.60400390625,0.7950650533810856,921,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.375,4,0.3088662790697674,0.2713725490196078,0.1160684334116068,0.1900610287707062,0.7286274509803922,0.8099389712292938,1275,346,1853.438720703125,2525.24951171875,2525.24951171875,671.810791015625,2296.60400390625,0.8070345246941337,929,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.35,4,0.313953488372093,0.2785493827160494,0.12110030191211,0.1848299912816041,0.7214506172839507,0.8151700087183958,1296,361,1867.0584716796875,2588.190185546875,2588.190185546875,721.1317749023438,2296.60400390625,0.8129649118890515,935,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.325,4,0.3236434108527132,0.2881736526946107,0.1291512915129151,0.1708805579773321,0.7118263473053892,0.8291194420226679,1336,385,1889.2501220703125,2653.743896484375,2653.743896484375,764.4937744140625,2296.60400390625,0.8226277228712147,951,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.3,4,0.3309108527131782,0.2972181551976574,0.1361959074136196,0.1630340017436791,0.7027818448023426,0.8369659982563208,1366,406,1899.47119140625,2697.327880859375,2697.327880859375,797.8568725585938,2296.60400390625,0.8270782373345494,960,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.275,4,0.3488372093023256,0.3229166666666667,0.1559879235155988,0.1499564080209241,0.6770833333333334,0.8500435919790759,1440,465,1923.781005859375,2946.9267578125,2946.9267578125,1023.1458129882812,2296.60400390625,0.8376633510118647,975,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.25,4,0.3653100775193798,0.3395225464190981,0.1717544448171754,0.1316477768090671,0.6604774535809018,0.8683522231909329,1508,512,1979.2373046875,3120.69482421875,3120.69482421875,1141.45751953125,2296.60400390625,0.8618104389442207,996,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.225,4,0.3825096899224806,0.3533882203926535,0.1871855082187185,0.1098517872711421,0.6466117796073464,0.8901482127288579,1579,558,2021.5382080078125,3312.5986328125,3312.5986328125,1291.060302734375,2296.60400390625,0.8802293319045933,1021,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.2,4,0.3936531007751938,0.3667692307692308,0.1999329084199932,0.1028770706190061,0.6332307692307693,0.8971229293809939,1625,596,2031.89208984375,3470.31005859375,3470.31005859375,1438.41796875,2296.60400390625,0.8847376763202291,1029,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.175,4,0.4132751937984496,0.3851113716295428,0.2203958403220395,0.085440278988666,0.6148886283704572,0.914559721011334,1706,657,2083.40380859375,3685.88720703125,3685.88720703125,1602.483154296875,2296.60400390625,0.907167193408236,1049,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.15,4,0.4314437984496124,0.4037057832678271,0.2411942301241194,0.074106364428945,0.596294216732173,0.925893635571055,1781,719,2124.66357421875,3933.187744140625,3933.187744140625,1808.52392578125,2296.60400390625,0.9251327484428966,1062,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.125,4,0.467296511627907,0.4375324002073613,0.2831264676283127,0.054054054054054,0.5624675997926387,0.945945945945946,1929,844,2189.7705078125,4380.1630859375,4380.1630859375,2190.392822265625,2296.60400390625,0.9534819690673538,1085,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.1,4,0.5048449612403101,0.4716890595009597,0.3297551157329755,0.040104620749782,0.5283109404990403,0.959895379250218,2084,983,2212.46923828125,4845.482421875,4845.482421875,2633.012939453125,2296.60400390625,0.9633655756578424,1101,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.075,4,0.5515988372093024,0.5094422485726834,0.3891311640389131,0.02615518744551,0.4905577514273166,0.97384481255449,2277,1160,2237.81298828125,5369.3544921875,5369.3544921875,3131.5419921875,2296.60400390625,0.9744008912616178,1117,test_daily,43,True
LightGBM,test_daily_threshold_sweep,0.05,4,0.5906007751937985,0.5401968826907301,0.4417980543441798,0.022667829119442,0.4598031173092698,0.977332170880558,2438,1317,2244.1748046875,5821.3916015625,5821.3916015625,3577.217041015625,2296.60400390625,0.9771709884988556,1121,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.95,4,0.0125968992248062,0.0,0.0,0.954664341761116,1.0,0.045335658238884,52,0,113.57855987548828,113.57855987548828,113.57855987548828,0.0,2296.60400390625,0.0494550038588736,52,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.9,4,0.065406976744186,0.0481481481481481,0.004360952700436,0.7759372275501307,0.9518518518518518,0.2240627724498692,270,13,541.93212890625,596.5733032226562,596.5733032226562,54.64118194580078,2296.60400390625,0.2359710807716471,257,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.875,4,0.0796996124031007,0.0516717325227963,0.0057027843005702,0.7279860505666957,0.9483282674772036,0.2720139494333042,329,17,636.5118408203125,698.85986328125,698.85986328125,62.348045349121094,2296.60400390625,0.2771535013165881,312,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.85,4,0.09375,0.0697674418604651,0.0090573633009057,0.6861377506538797,0.9302325581395348,0.3138622493461203,387,27,705.6163330078125,791.5411376953125,791.5411376953125,85.92485046386719,2296.60400390625,0.3072433609832792,360,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.825,4,0.1126453488372093,0.1161290322580645,0.0181147266018114,0.6416739319965127,0.8838709677419355,0.3583260680034874,465,54,838.1392211914062,942.024169921875,942.024169921875,103.88490295410156,2296.60400390625,0.3649472089075135,411,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.8,4,0.1412306201550387,0.1355060034305317,0.0265011741026501,0.5605928509154315,0.8644939965694682,0.4394071490845684,583,79,980.0400390625,1097.609619140625,1097.609619140625,117.5696029663086,2296.60400390625,0.4267344467725252,504,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.775,4,0.157703488372093,0.162826420890937,0.0355585374035558,0.5248474280732345,0.837173579109063,0.4751525719267654,651,106,1028.9088134765625,1182.415283203125,1182.415283203125,153.5063934326172,2296.60400390625,0.4480131584402496,545,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.75,4,0.1727228682170542,0.1767180925666199,0.0422676954042267,0.4882301656495205,0.82328190743338,0.5117698343504795,713,126,1122.8116455078125,1288.01953125,1288.01953125,165.20794677734375,2296.60400390625,0.4889008482080688,587,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.725,4,0.1906492248062015,0.2020330368487929,0.0533378061053337,0.4524847428073234,0.7979669631512071,0.5475152571926766,787,159,1235.9041748046875,1475.95361328125,1475.95361328125,240.0494842529297,2296.60400390625,0.5381442219479552,628,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.7,4,0.2143895348837209,0.2305084745762712,0.0684334116068433,0.4062772449869224,0.7694915254237288,0.5937227550130776,885,204,1366.88037109375,1691.056640625,1691.056640625,324.17633056640625,2296.60400390625,0.5951746007447732,681,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.675,4,0.2243217054263566,0.2397408207343412,0.0744716538074471,0.3862249346120314,0.7602591792656588,0.6137750653879687,926,222,1436.521240234375,1774.2802734375,1774.2802734375,337.75909423828125,2296.60400390625,0.625498012626915,704,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.65,4,0.2330426356589147,0.2484407484407484,0.0801744381080174,0.3696599825632083,0.7515592515592515,0.6303400174367916,962,239,1468.4326171875,1837.90283203125,1837.90283203125,369.47015380859375,2296.60400390625,0.6393930406329829,723,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.625,4,0.2437015503875969,0.2485089463220676,0.0838644750083864,0.3408892763731473,0.7514910536779325,0.6591107236268526,1006,250,1504.345703125,1883.3095703125,1883.3095703125,378.9637451171875,2296.60400390625,0.6550305148672941,756,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.525,4,0.2890019379844961,0.2548197820620285,0.1019792016101979,0.2249346120313862,0.7451802179379715,0.7750653879686138,1193,304,1703.417236328125,2156.721435546875,2156.721435546875,453.30419921875,2296.60400390625,0.7417113413678698,889,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.5,4,0.2986918604651162,0.2603406326034063,0.1076819859107682,0.2048823016564952,0.7396593673965937,0.7951176983435048,1233,321,1780.19189453125,2274.042236328125,2274.042236328125,493.850341796875,2296.60400390625,0.7751409870849983,912,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.45,4,0.3183139534883721,0.2617960426179604,0.1153975176115397,0.1543156059285091,0.7382039573820396,0.8456843940714909,1314,344,1915.3275146484375,2456.688232421875,2456.688232421875,541.3607177734375,2296.60400390625,0.8339824851784171,970,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.425,4,0.3224321705426357,0.2652141247182569,0.1184166387118416,0.1473408892763731,0.734785875281743,0.8526591107236269,1331,353,1932.7430419921875,2495.187255859375,2495.187255859375,562.4442138671875,2296.60400390625,0.841565650283994,978,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.4,4,0.3333333333333333,0.2805232558139535,0.1294867494129487,0.1368788142981691,0.7194767441860465,0.8631211857018308,1376,386,1953.5516357421875,2637.51318359375,2637.51318359375,683.961181640625,2296.60400390625,0.8506262431047881,990,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.375,4,0.3413275193798449,0.2888573456352022,0.1365313653136531,0.1264167393199651,0.7111426543647977,0.8735832606800349,1409,407,1961.068359375,2682.568359375,2682.568359375,721.4998779296875,2296.60400390625,0.8538992164254073,1002,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.35,4,0.3531976744186046,0.299039780521262,0.1462596444146259,0.1089799476896251,0.700960219478738,0.8910200523103748,1458,436,1976.4190673828125,2737.118408203125,2737.118408203125,760.6993408203125,2296.60400390625,0.8605833064913059,1022,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.325,4,0.3703972868217054,0.3185088293001962,0.1633679973163368,0.091543156059285,0.6814911706998038,0.9084568439407148,1529,487,2023.2152099609375,2861.04248046875,2861.04248046875,837.8275146484375,2296.60400390625,0.8809595413574518,1042,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.3,4,0.3977713178294573,0.3477466504263093,0.1915464609191546,0.066259808195292,0.6522533495736906,0.933740191804708,1642,571,2051.819580078125,3084.1572265625,3084.1572265625,1032.337646484375,2296.60400390625,0.8934146141817327,1071,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.275,4,0.4203003875968992,0.3729106628242075,0.2170412613217041,0.051438535309503,0.6270893371757925,0.948561464690497,1735,647,2070.931640625,3371.320068359375,3371.320068359375,1300.3883056640625,2296.60400390625,0.9017364931449182,1088,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.25,4,0.4513081395348837,0.4095544820182501,0.2559543777255954,0.040976460331299,0.5904455179817498,0.9590235396687008,1863,763,2121.9345703125,3776.34765625,3776.34765625,1654.413330078125,2296.60400390625,0.923944470489184,1100,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.225,4,0.469718992248062,0.4311500773594636,0.2804428044280442,0.038360941586748,0.5688499226405364,0.961639058413252,1939,836,2127.680419921875,4020.31298828125,4020.31298828125,1892.6328125,2296.60400390625,0.9264463600616144,1103,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.2,4,0.4837693798449612,0.4476715072608913,0.2998993626299899,0.038360941586748,0.5523284927391087,0.961639058413252,1997,894,2127.680419921875,4212.7373046875,4212.7373046875,2085.05712890625,2296.60400390625,0.9264463600616144,1103,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.175,4,0.4917635658914728,0.4561576354679802,0.3106340154310634,0.037489102005231,0.5438423645320197,0.962510897994769,2030,926,2128.86328125,4294.1962890625,4294.1962890625,2165.3330078125,2296.60400390625,0.9269614080742944,1104,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.15,4,0.5116279069767442,0.4739583333333333,0.3357933579335793,0.031386224934612,0.5260416666666666,0.968613775065388,2112,1001,2168.9814453125,4498.0830078125,4498.0830078125,2329.1015625,2296.60400390625,0.9444298806513098,1111,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.125,4,0.5542635658914729,0.513986013986014,0.3944984904394498,0.030514385353095,0.486013986013986,0.969485614646905,2288,1176,2174.562255859375,4952.349609375,4952.349609375,2777.78759765625,2296.60400390625,0.9468599080036016,1112,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.1,4,0.6131298449612403,0.5563018569735283,0.4723247232472324,0.020924149956408,0.4436981430264717,0.979075850043592,2531,1408,2200.626953125,5731.193359375,5731.193359375,3530.56640625,2296.60400390625,0.9582091424477164,1123,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.075,4,0.6935562015503876,0.6046105483758295,0.5806776249580677,0.013077593722755,0.3953894516241704,0.986922406277245,2863,1731,2214.7939453125,7000.20068359375,7000.20068359375,4785.40673828125,2296.60400390625,0.9643778124332272,1132,test_daily,43,True
Random forest,test_daily_threshold_sweep,0.05,4,0.7715600775193798,0.6408163265306123,0.684669573968467,0.002615518744551,0.3591836734693877,0.997384481255449,3185,2041,2281.0869140625,8238.1826171875,8238.1826171875,5957.09521484375,2296.60400390625,0.9932434630361364,1144,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.95,4,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2296.60400390625,0.0,0,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.85,4,0.0247093023255813,0.0588235294117647,0.0020127474002012,0.916303400174368,0.9411764705882352,0.083696599825632,102,6,292.28759765625,305.769775390625,305.769775390625,13.48223114013672,2296.60400390625,0.1272694801363681,96,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.825,4,0.0511143410852713,0.0710900473933649,0.0050318685005031,0.8291194420226679,0.9289099526066352,0.1708805579773321,211,15,418.93597412109375,440.6773681640625,440.6773681640625,21.741397857666016,2296.60400390625,0.1824154157218804,196,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.8,4,0.067829457364341,0.1214285714285714,0.0114055686011405,0.7855274629468177,0.8785714285714286,0.2144725370531822,280,34,501.80230712890625,552.3513793945312,552.3513793945312,50.54906463623047,2296.60400390625,0.2184975321280465,246,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.775,4,0.0804263565891472,0.1475903614457831,0.0164374371016437,0.7532693984306887,0.8524096385542169,0.2467306015693112,332,49,568.5579223632812,631.394775390625,631.394775390625,62.83683395385742,2296.60400390625,0.2475646308184745,283,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.75,4,0.0935077519379845,0.1709844559585492,0.022140221402214,0.7210113339145597,0.8290155440414507,0.2789886660854402,386,66,635.78515625,712.9605712890625,712.9605712890625,77.17546081542969,2296.60400390625,0.2768370843073534,320,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.725,4,0.1065891472868217,0.1954545454545454,0.0288493794028849,0.6913687881429816,0.8045454545454546,0.3086312118570183,440,86,688.225830078125,780.3882446289062,780.3882446289062,92.1623992919922,2296.60400390625,0.2996710921462885,354,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.7,4,0.1199127906976744,0.2101010101010101,0.0348876216034887,0.6591107236268526,0.7898989898989899,0.3408892763731473,495,104,733.115966796875,848.732177734375,848.732177734375,115.61624145507812,2296.60400390625,0.3192174034138806,391,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.675,4,0.1312984496124031,0.2232472324723247,0.040590405904059,0.6329555361813426,0.7767527675276753,0.3670444638186573,542,121,771.25537109375,900.0794677734375,900.0794677734375,128.82400512695312,2296.60400390625,0.3358242734846479,421,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.65,4,0.1414728682170542,0.2294520547945205,0.0449513586044951,0.6076721883173496,0.7705479452054794,0.3923278116826504,584,134,798.808837890625,934.3260498046876,934.3260498046876,135.51722717285156,2296.60400390625,0.3478217561808419,450,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.625,4,0.1504360465116279,0.2318840579710145,0.0483059376048305,0.5841325196163906,0.7681159420289855,0.4158674803836094,621,144,844.9521484375,986.5567626953124,986.5567626953124,141.6046142578125,2296.60400390625,0.3679137313182146,477,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.6,4,0.1564922480620155,0.2321981424148606,0.0503186850050318,0.5675675675675675,0.7678018575851393,0.4324324324324324,646,150,867.1860961914062,1016.1521606445312,1016.1521606445312,148.96604919433594,2296.60400390625,0.3775949596519147,496,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.575,4,0.1678779069767441,0.238095238095238,0.055350553505535,0.5396687009590235,0.7619047619047619,0.4603312990409764,693,165,916.7952880859376,1106.216064453125,1106.216064453125,189.42068481445312,2296.60400390625,0.3991960679884638,528,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.55,4,0.1862887596899224,0.2613784135240572,0.0674270379067427,0.5047951176983435,0.7386215864759428,0.4952048823016565,769,201,964.38916015625,1292.9857177734375,1292.9857177734375,328.5965576171875,2296.60400390625,0.4199196546361231,568,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.525,4,0.2078488372093023,0.2715617715617716,0.0781616907078161,0.4551002615518744,0.7284382284382285,0.5448997384481256,858,233,1042.343994140625,1445.6787109375,1445.6787109375,403.334716796875,2296.60400390625,0.4538631790102786,625,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.5,4,0.2286821705426356,0.2817796610169492,0.0892318014089231,0.4088927637314734,0.7182203389830508,0.5911072362685266,944,266,1165.57568359375,1650.05029296875,1650.05029296875,484.4744262695313,2296.60400390625,0.507521401866079,678,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.475,4,0.2526647286821705,0.2972195589645254,0.1039919490103992,0.3609415867480383,0.7027804410354745,0.6390584132519617,1043,310,1283.0770263671875,1853.865966796875,1853.865966796875,570.788818359375,2296.60400390625,0.5586844855207194,733,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.45,4,0.2771317829457364,0.3068181818181818,0.1177457229117745,0.3086312118570183,0.6931818181818182,0.6913687881429816,1144,351,1411.017333984375,2098.044921875,2098.044921875,687.0274658203125,2296.60400390625,0.6143929609041883,793,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.425,4,0.2943313953488372,0.3160493827160494,0.1288158336128815,0.2755013077593722,0.6839506172839506,0.7244986922406277,1215,384,1500.623291015625,2278.988037109375,2278.988037109375,778.3646850585938,2296.60400390625,0.6534096816269777,831,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.4,4,0.311531007751938,0.322706065318818,0.1392150285139215,0.2406277244986922,0.6772939346811819,0.7593722755013078,1286,415,1610.3072509765625,2470.7138671875,2470.7138671875,860.4066162109375,2296.60400390625,0.7011688772803764,871,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.375,4,0.3289728682170542,0.3328424153166421,0.1516269708151627,0.2101133391455972,0.6671575846833578,0.7898866608544028,1358,452,1699.5775146484375,2639.912841796875,2639.912841796875,940.3353271484376,2296.60400390625,0.7400394285465228,906,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.35,4,0.347141472868217,0.3433356594556874,0.1650452868165045,0.1795989537925021,0.6566643405443127,0.8204010462074979,1433,492,1797.9345703125,2835.513671875,2835.513671875,1037.5791015625,2296.60400390625,0.7828666009701399,941,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.325,4,0.3657945736434108,0.356953642384106,0.1808118081180811,0.1534437663469921,0.643046357615894,0.8465562336530078,1510,539,1895.98876953125,3054.3984375,3054.3984375,1158.409423828125,2296.60400390625,0.8255619019676004,971,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.3,4,0.3827519379844961,0.3727848101265822,0.1975847031197584,0.1360069747166521,0.6272151898734177,0.8639930252833479,1580,589,1947.1649169921875,3239.656982421875,3239.656982421875,1292.4921875,2296.60400390625,0.8478453027514938,991,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.275,4,0.4040697674418604,0.3878896882494004,0.2170412613217041,0.1098517872711421,0.6121103117505995,0.8901482127288579,1668,647,2007.039306640625,3469.83642578125,3469.83642578125,1462.797119140625,2296.60400390625,0.8739161401908601,1021,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.25,4,0.4316860465116279,0.4085297418630751,0.2442133512244213,0.081081081081081,0.5914702581369248,0.918918918918919,1782,728,2085.28173828125,3790.656005859375,3790.656005859375,1705.374267578125,2296.60400390625,0.9079848919249612,1054,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.225,4,0.4580910852713178,0.4230565838180857,0.2683663200268366,0.048823016564952,0.5769434161819144,0.951176983435048,1891,800,2139.53955078125,3997.104248046875,3997.104248046875,1857.5648193359375,2296.60400390625,0.9316101283208372,1091,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.2,4,0.4781976744186046,0.4457953394123607,0.2952029520295203,0.046207497820401,0.5542046605876393,0.953792502179599,1974,880,2149.7744140625,4166.2265625,4166.2265625,2016.4521484375,2296.60400390625,0.9360666490200268,1094,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.175,4,0.4924903100775193,0.4589276930644368,0.3129822207312982,0.040976460331299,0.5410723069355632,0.9590235396687008,2033,933,2169.945556640625,4368.037109375,4368.037109375,2198.09130859375,2296.60400390625,0.9448496793307885,1100,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.15,4,0.502422480620155,0.4681774349083896,0.3257296209325729,0.038360941586748,0.5318225650916104,0.961639058413252,2074,971,2184.880615234375,4477.89013671875,4477.89013671875,2293.009765625,2296.60400390625,0.951352785033098,1103,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.125,4,0.5167151162790697,0.4810126582278481,0.344179805434418,0.03487358326068,0.5189873417721519,0.96512641673932,2133,1026,2201.58447265625,4643.9150390625,4643.9150390625,2442.330078125,2296.60400390625,0.958626070890592,1107,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.1,4,0.5547480620155039,0.5126637554585153,0.3938275746393828,0.027027027027027,0.4873362445414847,0.972972972972973,2290,1174,2216.77197265625,5124.013671875,5124.013671875,2907.2421875,2296.60400390625,0.9652390960242972,1116,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.075,4,0.6053779069767442,0.5510204081632653,0.4619255283461925,0.021795989537925,0.4489795918367347,0.978204010462075,2499,1377,2230.62158203125,5853.4443359375,5853.4443359375,3622.822265625,2296.60400390625,0.971269569432618,1122,test_daily,43,True
Transformer,test_daily_threshold_sweep,0.05,4,0.6727228682170543,0.5912855599567879,0.5508218718550821,0.010462074978204,0.4087144400432121,0.989537925021796,2777,1642,2250.532470703125,6824.2607421875,6824.2607421875,4573.728515625,2296.60400390625,0.979939278550084,1135,test_daily,43,True
